annotation_id,relative_path,annotation_relative_path,shape_index,label,shape_type,n_points,points_json,image_width,image_height,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,shape_area,bbox_area,bbox_area_ratio,max_point_boundary_excess_px,circle_extends_beyond_frame
1-coins/100_1477154502.jpg::shape-0,1-coins/100_1477154502.jpg,1-coins/100_1477154502.json,0,100,circle,2,"[[531.2116788321167, 367.8832116788321], [567.7080291970802, 350.36496350364956]]",640,480,490.72868722959976,327.4002200763151,571.6946704346337,408.36620328134904,80.96598320503392,80.96598320503392,5148.67014888498,6555.490436357835,0.021339487097518994,0.0,False
1-coins/100_1477154508.jpg::shape-0,1-coins/100_1477154508.jpg,1-coins/100_1477154508.json,0,100,circle,2,"[[308.33333333333326, 297.5507246376811], [314.13043478260863, 254.79710144927537]]",640,480,265.1884763866545,254.40586769100236,351.47819028001203,340.6955815843599,86.28971389335757,86.28971389335757,5848.00774888458,7445.914723797507,0.02423800365819501,0.0,False
1-coins/100_1477154514.jpg::shape-0,1-coins/100_1477154514.jpg,1-coins/100_1477154514.json,0,100,circle,2,"[[76.9047619047619, 187.14285714285714], [113.57142857142856, 212.38095238095238]]",640,480,32.39177620742174,142.62987144551698,121.41774760210205,231.6558428401973,89.02597139468031,89.02597139468031,6224.770205684264,7925.623582766437,0.025799555933484496,0.0,False
1-coins/100_1477154520.jpg::shape-0,1-coins/100_1477154520.jpg,1-coins/100_1477154520.json,0,100,circle,2,"[[103.33812949640287, 402.1582733812949], [141.46762589928053, 380.5755395683453]]",640,480,59.52405761558243,358.34420150047447,147.15220137722332,445.97234526211537,87.62814376164089,87.62814376164089,6030.830263529077,7678.691579110802,0.024995740817417976,0.0,False
1-coins/100_1477154526.jpg::shape-0,1-coins/100_1477154526.jpg,1-coins/100_1477154526.json,0,100,circle,2,"[[512.1304347826086, 115.21739130434781], [538.9420289855072, 142.02898550724638]]",640,480,474.2131146320256,77.30007115376478,550.0477549331916,153.13471145493085,75.83464030116608,75.83464030116608,4516.740540605377,5750.892669607242,0.018720353742211076,0.0,False
1-coins/100_1477154532.jpg::shape-0,1-coins/100_1477154532.jpg,1-coins/100_1477154532.json,0,100,circle,2,"[[304.6666666666667, 115.625], [288.0, 76.04166666666667]]",640,480,261.7176497331494,72.6759830664827,347.61568360018396,158.5740169335173,85.8980338670346,85.8980338670346,5795.038532012422,7378.472222222223,0.024018464265046297,0.0,False
1-coins/100_1477154538.jpg::shape-0,1-coins/100_1477154538.jpg,1-coins/100_1477154538.json,0,100,circle,2,"[[514.047619047619, 104.28571428571428], [542.6190476190476, 130.95238095238093]]",640,480,474.96517232631777,65.20326756441298,553.1300657689203,143.36816100701557,78.16489344260259,78.16489344260259,4798.586874054608,6109.750566893417,0.019888510959939508,0.0,False
1-coins/100_1477154550.jpg::shape-0,1-coins/100_1477154550.jpg,1-coins/100_1477154550.json,0,100,circle,2,"[[139.97101449275362, 88.85507246376811], [166.78260869565216, 123.63768115942028]]",640,480,96.05414471158912,44.9382026826036,183.88788427391813,132.77194224493263,87.83373956232901,87.83373956232901,6059.1628946835235,7714.7658055030415,0.025113169939788547,0.0,False
1-coins/100_1477154556.jpg::shape-0,1-coins/100_1477154556.jpg,1-coins/100_1477154556.json,0,100,circle,2,"[[176.76642335766422, 342.7956204379562], [206.6934306569343, 312.13868613138686]]",640,480,133.92399827495126,299.9531953552432,219.6088484403772,385.63804552066915,85.68485016542591,85.68485016542591,5766.309708357843,7341.893547871489,0.023899393059477504,0.0,False
1-coins/100_1477154562.jpg::shape-0,1-coins/100_1477154562.jpg,1-coins/100_1477154562.json,0,100,circle,2,"[[509.2913992111137, 277.0889087124591], [504.093567251462, 238.88888888888894]]",640,480,470.7393698014713,238.53687930281674,547.8434286207561,315.6409381221015,77.10405881928472,77.10405881928472,4669.220266516542,5945.035886407717,0.01935233035940012,0.0,False
1-coins/100_1477154568.jpg::shape-0,1-coins/100_1477154568.jpg,1-coins/100_1477154568.json,0,100,circle,2,"[[497.68637532133675, 394.34447300771205], [527.5064267352185, 419.02313624678663]]",640,480,458.97885814967873,355.636955836054,536.3938924929948,433.0519901793701,77.41503434331607,77.41503434331607,4706.95994886287,5993.087542376806,0.019508748510341165,0.0,False
1-coins/100_1477154574.jpg::shape-0,1-coins/100_1477154574.jpg,1-coins/100_1477154574.json,0,100,circle,2,"[[267.6470588235294, 364.2156862745098], [301.4705882352941, 388.7254901960784]]",640,480,225.876714916132,322.44534236711235,309.4174027309268,405.9860301819072,83.54068781479482,83.54068781479482,5481.330319520251,6979.046520569008,0.02271825039247724,0.0,False
1-coins/100_1477154580.jpg::shape-0,1-coins/100_1477154580.jpg,1-coins/100_1477154580.json,0,100,circle,2,"[[414.13043478260863, 34.507246376811594], [446.73913043478257, 57.69565217391304]]",640,480,374.11757190643897,-5.505616499358055,454.1432976587783,74.52010925298124,80.0257257523393,80.0257257523393,5029.78155891372,6404.116782188621,0.020846734317020253,0.0,True
1-coins/100_1477154586.jpg::shape-0,1-coins/100_1477154586.jpg,1-coins/100_1477154586.json,0,100,circle,2,"[[198.30215827338128, 251.7985611510791], [217.72661870503595, 212.2302158273381]]",640,480,154.2230973178694,207.7195001955672,242.38121922889317,295.877622106591,88.1581219110238,88.1581219110238,6104.000218195783,7771.854458878935,0.025299005399996532,0.0,False
1-coins/100_1477154592.jpg::shape-0,1-coins/100_1477154592.jpg,1-coins/100_1477154592.json,0,100,circle,2,"[[97.20338983050848, 415.47457627118644], [135.33898305084747, 390.8983050847458]]",640,480,51.8347158836469,370.10590232432486,142.57206377737006,460.843250218048,90.73734789372317,90.73734789372317,6466.392232970655,8233.266302786547,0.02680099707938329,0.0,False
1-coins/100_1477154598.jpg::shape-0,1-coins/100_1477154598.jpg,1-coins/100_1477154598.json,0,100,circle,2,"[[396.3178294573643, 355.0387596899225], [435.85271317829455, 357.3643410852713]]",640,480,356.71460535055877,315.4355355831169,435.9210535641699,394.641983796728,79.20644821361115,79.20644821361115,4927.32217166598,6273.661438615465,0.02042207499549305,0.0,False
1-coins/100_1477154604.jpg::shape-0,1-coins/100_1477154604.jpg,1-coins/100_1477154604.json,0,100,circle,2,"[[395.1654676258992, 354.67625899280574], [358.47482014388487, 375.5395683453237]]",640,480,352.9578700895752,312.4686614564817,437.37306516222327,396.8838565291298,84.41519507264812,84.41519507264812,5596.68853250662,7125.925159153235,0.023196370960785268,0.0,False
1-coins/100_1477154610.jpg::shape-0,1-coins/100_1477154610.jpg,1-coins/100_1477154610.json,0,100,circle,2,"[[212.70212765957444, 392.5531914893617], [243.55319148936167, 362.2340425531915]]",640,480,169.4466201299745,349.2976839597618,255.9576351891744,435.80869901896165,86.51101505919989,86.51101505919989,5878.042162231017,7484.155726573111,0.024362486089105177,0.0,False
1-coins/100_1477154622.jpg::shape-0,1-coins/100_1477154622.jpg,1-coins/100_1477154622.json,0,100,circle,2,"[[213.41007194244602, 392.0863309352518], [188.2302158273381, 355.3956834532374]]",640,480,168.91031052031042,347.58656951311616,257.90983336458163,436.58609235738743,88.99952284427121,88.99952284427121,6221.072145662523,7920.915066507953,0.025784228732122244,0.0,False
1-coins/100_1477154628.jpg::shape-0,1-coins/100_1477154628.jpg,1-coins/100_1477154628.json,0,100,circle,2,"[[482.1081081081081, 181.75675675675677], [505.08108108108104, 213.51351351351352]]",640,480,442.9130945614239,142.56174321007256,521.3031216547923,220.95177030344098,78.39002709336843,78.39002709336843,4826.26884556685,6144.996347699037,0.020003243319332804,0.0,False
1-coins/100_1477154634.jpg::shape-0,1-coins/100_1477154634.jpg,1-coins/100_1477154634.json,0,100,circle,2,"[[482.3065693430657, 182.4817518248175], [523.9124087591241, 188.32116788321167]]",640,480,440.2929447265455,140.46812720829732,524.3201939595859,224.4953764413377,84.0272492330404,84.0272492330404,5545.365475700887,7060.578613671488,0.022983654341378543,0.0,False
1-coins/100_1477154640.jpg::shape-0,1-coins/100_1477154640.jpg,1-coins/100_1477154640.json,0,100,circle,2,"[[285.1449275362319, 64.21739130434783], [314.1304347826087, 96.10144927536231]]",640,480,242.05487319617825,21.127336964294194,328.23498187628553,107.30744564440147,86.18010868010727,86.18010868010727,5833.160902695603,7427.0111321151,0.024176468529020508,0.0,False
1-coins/100_1477154646.jpg::shape-0,1-coins/100_1477154646.jpg,1-coins/100_1477154646.json,0,100,circle,2,"[[409.81294964028774, 276.2589928057554], [439.3093525179856, 247.48201438848918]]",640,480,368.6043064989361,235.05034966440377,451.02159278163936,317.467635947107,82.41728628270326,82.41728628270326,5334.902694699093,6792.609078205067,0.022111357676448784,0.0,False
1-coins/100_1477154652.jpg::shape-0,1-coins/100_1477154652.jpg,1-coins/100_1477154652.json,0,100,circle,2,"[[83.8695652173913, 257.9710144927536], [117.20289855072465, 228.26086956521738]]",640,480,39.21753477390171,213.31898404926403,128.52159566088088,302.6230449362432,89.30406088697917,89.30406088697917,6263.719442176255,7975.215290905283,0.025960987275082302,0.0,False
1-coins/100_1477154658.jpg::shape-0,1-coins/100_1477154658.jpg,1-coins/100_1477154658.json,0,100,circle,2,"[[153.57142857142856, 418.0952380952381], [190.7142857142857, 440.4761904761904]]",640,480,110.2067094300211,374.7305189538306,196.936147712836,461.45995723664555,86.72943828281491,86.72943828281491,5907.761423179168,7521.995464852601,0.024485662320483728,0.0,False
1-coins/100_1477154664.jpg::shape-0,1-coins/100_1477154664.jpg,1-coins/100_1477154664.json,0,100,circle,2,"[[541.9069767441861, 263.25581395348837], [578.6511627906978, 277.2093023255814]]",640,480,502.60258709149207,223.95142430079437,581.2113663968801,302.56020360618237,78.60877930538801,78.60877930538801,4853.242431429915,6179.340183883199,0.02011503966107812,0.0,False
1-coins/100_1477154670.jpg::shape-0,1-coins/100_1477154670.jpg,1-coins/100_1477154670.json,0,100,circle,2,"[[411.19047619047615, 49.047619047619044], [444.04761904761904, 70.95238095238095]]",640,480,371.7011050782515,9.55824793539437,450.6798473027008,88.53699015984373,78.97874222444935,78.97874222444935,4899.032353455111,6237.641723356019,0.020304823318216206,0.0,False
1-coins/100_1477154676.jpg::shape-0,1-coins/100_1477154676.jpg,1-coins/100_1477154676.json,0,100,circle,2,"[[85.3525179856115, 219.42446043165467], [106.21582733812949, 261.1510791366908]]",640,480,38.70074003777403,172.7726824838172,132.00429593344896,266.0762383794921,93.30355589567493,93.30355589567493,6837.32576385547,8705.553542777336,0.028338390438728305,0.0,False
1-coins/100_1477154682.jpg::shape-0,1-coins/100_1477154682.jpg,1-coins/100_1477154682.json,0,100,circle,2,"[[500.9090909090909, 367.7272727272727], [497.7272727272727, 328.6363636363636]]",640,480,461.68890298889005,328.50708480707186,540.1292788292917,406.9474606474735,78.44037584040163,78.44037584040163,4832.470517763632,6152.892561983464,0.020028947141873255,0.0,False
1-coins/100_1477154688.jpg::shape-0,1-coins/100_1477154688.jpg,1-coins/100_1477154688.json,0,100,circle,2,"[[116.56756756756758, 370.27027027027026], [149.0, 400.0]]",640,480,72.57075514567649,326.27345784837917,160.56437998945867,414.26708269216135,87.9936248437822,87.9936248437822,6081.2421709371465,7742.8780131482845,0.025204681032383738,0.0,False
1-coins/100_1477154694.jpg::shape-0,1-coins/100_1477154694.jpg,1-coins/100_1477154694.json,0,100,circle,2,"[[300.5547445255474, 256.2043795620438], [257.4890510948905, 260.5839416058394]]",640,480,257.2669342972767,212.91656933377308,343.8425547538181,299.4921897903145,86.57562045654144,86.57562045654144,5886.824744352539,7495.338057435118,0.024398886905713273,0.0,False
1-coins/100_1477154700.jpg::shape-0,1-coins/100_1477154700.jpg,1-coins/100_1477154700.json,0,100,circle,2,"[[492.8248175182482, 131.1167883211679], [489.1751824817518, 169.80291970802918]]",640,480,453.9669148782302,92.2588856811499,531.6827201582662,169.97469096118587,77.71580528003597,77.71580528003597,4743.6057223472035,6039.746390324466,0.01966063278100412,0.0,False
1-coins/100_1477154706.jpg::shape-0,1-coins/100_1477154706.jpg,1-coins/100_1477154706.json,0,100,circle,2,"[[509.9710144927536, 186.9565217391304], [525.9130434782609, 223.18840579710144]]",640,480,470.3869556992821,147.37246294565892,549.5550732862251,226.5405805326019,79.168117586943,79.168117586943,4922.554336437695,6267.590842260033,0.020402313939648545,0.0,False
1-coins/100_1477154712.jpg::shape-0,1-coins/100_1477154712.jpg,1-coins/100_1477154712.json,0,100,circle,2,"[[109.28571428571428, 100.95238095238095], [151.19047619047618, 114.76190476190476]]",640,480,65.16415472419618,56.83082139086285,153.40727384723237,145.07394051389906,88.2431191230362,88.2431191230362,6115.776174845435,7786.848072562356,0.025347812736205587,0.0,False
1-coins/100_1477154718.jpg::shape-0,1-coins/100_1477154718.jpg,1-coins/100_1477154718.json,0,100,circle,2,"[[88.04347826086955, 280.8840579710145], [117.75362318840578, 248.27536231884056]]",640,480,43.929764477610334,236.77034418775528,132.15719204412875,324.9977717542737,88.22742756651843,88.22742756651843,6113.60133070982,7784.078975005256,0.0253387987467619,0.0,False
1-coins/100_1477154724.jpg::shape-0,1-coins/100_1477154724.jpg,1-coins/100_1477154724.json,0,100,circle,2,"[[327.65217391304344, 146.82608695652172], [338.52173913043475, 188.1304347826087]]",640,480,284.9415593382858,104.1154723817641,370.3627884878011,189.53670153127933,85.42122914951524,85.42122914951524,5730.882628949247,7296.786389413993,0.023752559861373673,0.0,False
1-coins/100_1477154730.jpg::shape-0,1-coins/100_1477154730.jpg,1-coins/100_1477154730.json,0,100,circle,2,"[[261.1621621621622, 75.67567567567568], [282.7837837837838, 111.48648648648648]]",640,480,219.3302521833403,33.84376569685377,302.9940721409841,117.50758565449757,83.66381995764381,83.66381995764381,5497.5002927363375,6999.634769905038,0.02278526943328463,0.0,False
1-coins/100_1477154736.jpg::shape-0,1-coins/100_1477154736.jpg,1-coins/100_1477154736.json,0,100,circle,2,"[[324.13461538461536, 419.2307692307692], [331.3461538461538, 378.3653846153846]]",640,480,282.6377968710767,377.7339507172306,365.631433898154,460.72758774430787,82.9936370270773,82.9936370270773,5409.778399880728,6887.943786982256,0.022421692014916197,0.0,False
1-coins/100_1477154742.jpg::shape-0,1-coins/100_1477154742.jpg,1-coins/100_1477154742.json,0,100,circle,2,"[[561.6115107913669, 408.63309352517985], [573.841726618705, 444.60431654676256]]",640,480,523.6179973337815,370.6395800675945,599.6050242489522,446.62660698276517,75.9870269151706,75.9870269151706,4534.911190343114,5774.028259406861,0.018795664906923377,0.0,False
1-coins/100_1477154748.jpg::shape-0,1-coins/100_1477154748.jpg,1-coins/100_1477154748.json,0,100,circle,2,"[[570.5914968799339, 200.09491767536275], [570.7446808510639, 237.5]]",640,480,533.1861008916289,162.68952168705778,607.9968928682388,237.50031366366773,74.81079197660992,74.81079197660992,4395.602240999923,5596.654596167603,0.018218276680233084,0.0,False
1-coins/100_1477154754.jpg::shape-0,1-coins/100_1477154754.jpg,1-coins/100_1477154754.json,0,100,circle,2,"[[138.0802919708029, 174.91240875912408], [169.4671532846715, 143.52554744525546]]",640,480,93.6925670204065,130.52468380872767,182.4680169211993,219.30013370952048,88.77544990079281,88.77544990079281,6189.786154283685,7881.080505088174,0.025654558935833897,0.0,False
1-coins/100_1477154760.jpg::shape-0,1-coins/100_1477154760.jpg,1-coins/100_1477154760.json,0,100,circle,2,"[[100.0, 324.812030075188], [99.62406015037594, 368.796992481203]]",640,480,56.01343104277067,280.82546111795864,143.98656895722934,368.7985990324173,87.97313791445866,87.97313791445866,6078.410795924622,7739.272994516364,0.025192945945691287,0.0,False
1-coins/100_1477154766.jpg::shape-0,1-coins/100_1477154766.jpg,1-coins/100_1477154766.json,0,100,circle,2,"[[416.47286821705427, 239.53488372093022], [418.0232558139535, 200.0]]",640,480,376.9075964180625,199.96961192193845,456.03814001604604,279.100155519922,79.13054359798352,79.13054359798352,4917.882857160872,6261.642930112371,0.02038295224645954,0.0,False
1-coins/100_1477154772.jpg::shape-0,1-coins/100_1477154772.jpg,1-coins/100_1477154772.json,0,100,circle,2,"[[404.7505588749339, 425.46234199081414], [443.50282485875704, 409.32203389830505]]",640,480,362.77142519875986,383.4832083146401,446.729692551108,467.4414756669882,83.95826735234807,83.95826735234807,5536.264315663056,7048.990656808356,0.02294593312763137,0.0,False
1-coins/100_1477154778.jpg::shape-0,1-coins/100_1477154778.jpg,1-coins/100_1477154778.json,0,100,circle,2,"[[102.53623188405795, 341.0289855072464], [128.6231884057971, 304.7971014492753]]",640,480,57.89008173695831,296.3828353601467,147.1823820311576,385.67513565434604,89.2923002941993,89.2923002941993,6262.069792599705,7973.114891829463,0.025954150038507366,0.0,False
1-coins/100_1477154784.jpg::shape-0,1-coins/100_1477154784.jpg,1-coins/100_1477154784.json,0,100,circle,2,"[[107.6546762589928, 95.68345323741006], [132.11510791366908, 58.273381294964025]]",640,480,62.95762714529763,50.9864041237149,152.35172537268795,140.38050235110524,89.39409822739033,89.39409822739033,6276.356111410696,7991.3047978883105,0.02601336197229268,0.0,False
1-coins/100_1477154790.jpg::shape-0,1-coins/100_1477154790.jpg,1-coins/100_1477154790.json,0,100,circle,2,"[[452.7246376811594, 169.56521739130434], [480.2608695652174, 197.1014492753623]]",640,480,413.7825250940741,130.6231048042191,491.66675026824464,208.50732997838958,77.88422517417048,77.88422517417048,4764.187977088495,6065.9525309808905,0.01974593922845342,0.0,False
1-coins/100_1477154796.jpg::shape-0,1-coins/100_1477154796.jpg,1-coins/100_1477154796.json,0,100,circle,2,"[[452.94088669950725, 58.113300492610826], [454.911330049261, 96.53694581280786]]",640,480,414.4667503649917,19.639164158095298,491.4150230340228,96.58743682712635,76.94827266903106,76.94827266903106,4650.371323472476,5921.036666747552,0.019274207899568855,0.0,False
1-coins/100_1477154874.jpg::shape-0,1-coins/100_1477154874.jpg,1-coins/100_1477154874.json,0,100,circle,2,"[[504.90384615384596, 247.59615384615384], [508.2692307692307, 209.6153846153846]]",640,480,466.77426911750297,209.46657680981085,543.033423190189,285.7257308824968,76.25915407268599,76.25915407268599,4567.450487952988,5815.45857988166,0.01893052923138561,0.0,False
1-coins/100_1477154880.jpg::shape-0,1-coins/100_1477154880.jpg,1-coins/100_1477154880.json,0,100,circle,2,"[[435.1449275362319, 262.768115942029], [446.7391304347826, 224.36231884057972]]",640,480,395.0272158386481,222.65040424444518,475.26263923381566,302.8858276396128,80.23542339516762,80.23542339516762,5056.175952138586,6437.72316740181,0.020956130102219434,0.0,False
1-coins/100_1477154886.jpg::shape-0,1-coins/100_1477154886.jpg,1-coins/100_1477154886.json,0,100,circle,2,"[[300.45454545454544, 99.54545454545453], [339.09090909090907, 118.18181818181817]]",640,480,257.55836095489445,56.64927004580353,343.3507299541964,142.44163904510555,85.792368999302,85.792368999302,5780.790118361713,7360.330578512395,0.023959409435261703,0.0,False
1-coins/100_1477154892.jpg::shape-0,1-coins/100_1477154892.jpg,1-coins/100_1477154892.json,0,100,circle,2,"[[123.48175182481751, 85.13138686131386], [122.75182481751824, 128.1970802919708]]",640,480,80.40987301625714,42.05950805275348,166.55363063337788,128.20326566987424,86.14375761712076,86.14375761712076,5828.241046299568,7420.74697639725,0.024156077397126465,0.0,False
1-coins/100_1477154898.jpg::shape-0,1-coins/100_1477154898.jpg,1-coins/100_1477154898.json,0,100,circle,2,"[[294.71532846715326, 235.03649635036496], [323.91240875912405, 202.1897810218978]]",640,480,250.7679029971084,191.0890708803201,338.66275393719815,278.9839218204098,87.89485094008974,87.89485094008974,6067.597298344609,7725.504821780594,0.02514812767506704,0.0,False
1-coins/100_1477154904.jpg::shape-0,1-coins/100_1477154904.jpg,1-coins/100_1477154904.json,0,100,circle,2,"[[463.3540372670807, 405.9006211180124], [489.13043478260863, 372.9813664596273]]",640,480,421.54375149740287,364.0903353483346,505.1643230367585,447.7109068876902,83.62057153935568,83.62057153935568,5491.818105620447,6992.399984568501,0.022761718699767255,0.0,False
1-coins/100_1477154910.jpg::shape-0,1-coins/100_1477154910.jpg,1-coins/100_1477154910.json,0,100,circle,2,"[[148.0, 410.0], [189.0, 392.5]]",640,480,103.42141769863021,365.4214176986302,192.5785823013698,454.5785823013698,89.15716460273958,89.15716460273958,6243.130000846316,7949.0,0.025875651041666666,0.0,False
1-coins/100_1477154910.jpg::shape-1,1-coins/100_1477154910.jpg,1-coins/100_1477154910.json,1,finger,polygon,36,"[[1.5, 124.5], [8.5, 124.5], [11.5, 124.5], [16.5, 141.0], [20.0, 150.5], [32.0, 176.0], [38.5, 187.5], [47.5, 202.5], [57.5, 216.0], [65.5, 227.0], [73.0, 237.5], [78.0, 246.5], [83.5, 250.5], [96.0, 250.0], [105.0, 247.5], [114.5, 244.0], [123.5, 238.0], [129.5, 229.0], [130.5, 215.5], [127.5, 201.0], [124.0, 187.5], [119.0, 174.0], [113.5, 158.0], [108.0, 144.5], [104.5, 131.0], [100.0, 120.0], [96.0, 110.5], [94.5, 96.5], [94.0, 84.5], [92.0, 59.5], [88.0, 32.5], [85.5, 12.0], [83.5, 0.0], [1.5, 0.0], [0.0, 1.0], [0.0, 117.0]]",640,480,0.0,0.0,130.5,250.5,130.5,250.5,21114.25,32690.25,0.10641357421875,0.0,False
1-coins/100_1477154910.jpg::shape-2,1-coins/100_1477154910.jpg,1-coins/100_1477154910.json,2,finger,polygon,27,"[[125.0, 0.5], [133.5, 29.0], [145.0, 65.0], [154.5, 94.0], [154.0, 94.0], [163.0, 114.0], [167.0, 127.5], [171.0, 150.0], [180.0, 173.0], [190.0, 197.5], [203.5, 222.0], [212.0, 233.5], [227.5, 238.5], [245.0, 232.0], [255.5, 217.5], [263.5, 200.5], [265.0, 183.0], [263.5, 162.5], [260.0, 145.0], [256.5, 126.5], [253.5, 109.5], [251.5, 92.0], [250.0, 61.0], [248.0, 43.0], [247.0, 21.5], [247.5, 2.5], [247.0, 0.0]]",640,480,125.0,0.0,265.0,238.5,140.0,238.5,21412.0,33390.0,0.10869140625,0.0,False
1-coins/100_1477154910.jpg::shape-3,1-coins/100_1477154910.jpg,1-coins/100_1477154910.json,3,finger,polygon,20,"[[261.5, 0.5], [262.5, 27.5], [268.0, 61.5], [274.0, 89.0], [285.5, 119.0], [288.0, 123.5], [299.0, 140.5], [308.0, 149.5], [328.0, 152.5], [343.5, 148.5], [355.5, 144.0], [364.5, 125.5], [370.5, 114.5], [373.0, 101.5], [377.5, 82.0], [379.0, 63.5], [379.0, 42.0], [378.5, 22.5], [378.0, 7.0], [378.0, 1.0]]",640,480,261.5,0.5,379.0,152.5,117.5,152.0,14688.0,17860.0,0.05813802083333333,0.0,False
1-coins/100_1477154916.jpg::shape-0,1-coins/100_1477154916.jpg,1-coins/100_1477154916.json,0,100,circle,2,"[[108.15328467153282, 213.59854014598537], [140.2700729927007, 243.52554744525543]]",640,480,64.25437969706599,169.69963517151854,152.05218964599965,257.4974451204522,87.79780994893368,87.79780994893368,6054.206738789641,7708.4554318290775,0.025092628358818612,0.0,False
1-coins/100_1477154922.jpg::shape-0,1-coins/100_1477154922.jpg,1-coins/100_1477154922.json,0,100,circle,2,"[[77.17391304347822, 81.60869565217389], [86.59420289855069, 38.855072463768124]]",640,480,33.39476096523705,37.82954357393272,120.95306512171939,125.38784773041507,87.55830415648235,87.55830415648235,6021.2209544227735,7666.456626759074,0.024955913498564696,0.0,False
