candidate_key,source,item_a,item_b,reason,score,automatic_interpretation,manual_status,manual_action,notes
d0a7b296512ea036453ad73567f48772ac068ff941fe938c5967dee75d122ff6,alc_label_candidate,1-coins/150_1479429528.jpg,,original=25;predicted=10,5.186234775553904,manual_review_required,pending,,
bdfdb1fbd411939f3ab5119e6c285b8526c91c83a3f402fa682003852fdab407,alc_label_candidate,1-coins/25_1477192014.jpg,,original=25;predicted=10,5.098887349769175,manual_review_required,pending,,
b4093c3afefc4906232c3d25e23ced691803b7ea868d064bb610f556670863da,alc_label_candidate,1-coins/150_1479429522.jpg,,original=25;predicted=10,5.0562331312260165,manual_review_required,pending,,
4119b8034e2a471bf23554b708b3620dc678c4687bf19b7d92a030d6494a26c6,alc_label_candidate,1-coins/10_1477288002.jpg,,original=10;predicted=25,5.039215038691738,manual_review_required,pending,,
f900c0f0e896d0d2d8292e78514bfdffef89cac2e2ce8e1d140201bcc7365c48,alc_label_candidate,1-coins/55_1477842096.jpg,,original=25;predicted=10,4.960066247112227,manual_review_required,pending,,
304a0a06277872b2bae7149713611b2730a869df6be90bcb3c6c24daf7918bb5,alc_label_candidate,1-coins/25_1477192086.jpg,,original=25;predicted=10,4.917364978827945,manual_review_required,pending,,
806f70e4a96b8c3091add02f354b2c34c1b07e2fa8451ceb1fe823155ab0510f,alc_label_candidate,1-coins/105_1479344502.jpg,,original=25;predicted=10,4.900504296279384,manual_review_required,pending,,
da44d217d2018bb81f62a86dec26a21f1d3d3f753a63cb2d24806a6937d72273,alc_label_candidate,1-coins/150_1479429510.jpg,,original=25;predicted=10,4.894596361067482,manual_review_required,pending,,
db92adcd959d2369b7f3d1715137906e3a86bb09da68dba45feaec7b1e324b1f,alc_label_candidate,1-coins/150_1479430344.jpg,,original=25;predicted=5,4.892768244833265,manual_review_required,pending,,
8a418dc4faa1cd889257521ca23581d556e066dc4f88d0dd962c46203f75ff64,alc_label_candidate,1-coins/10_1477287930.jpg,,original=10;predicted=25,4.806328974510158,manual_review_required,pending,,
fc44d051a27231123623cf5ac9c458adffbc7d3a20fe3bb6fb6cc1f52432bc4c,alc_label_candidate,1-coins/30_1477787472.jpg,,original=25;predicted=10,4.50245228824331,manual_review_required,pending,,
d8288a4c5872799ba5f3f4603843996c99386f0447b4383bd41b0ac66ad5ad84,alc_label_candidate,1-coins/25_1477191960.jpg,,original=25;predicted=10,4.494386704447532,manual_review_required,pending,,
8a6cf8a19866b4ee6ed4acda61ffed166ef154040ceb3f3f0b322461f1e3f2b6,alc_label_candidate,1-coins/10_1477288698.jpg,,original=10;predicted=5,4.486244078679894,manual_review_required,pending,,
d5be747205ce870ad2de82594c0cd7502dcfb7c2fe77b0032894aae585e4f769,alc_label_candidate,1-coins/25_1477285188.jpg,,original=25;predicted=10,4.4696868205587865,manual_review_required,pending,,
14f9356439efafc2d80e3fa9451d7854710633be325754ce3035ca7175852861,alc_label_candidate,1-coins/115_1479347616.jpg,,original=5;predicted=25,4.261820982773472,manual_review_required,pending,,
c37acfd1b221a6423b2e7f445532205467aeffc4a9d7bf454abd47af3a015bf7,alc_label_candidate,1-coins/145_1479427782.jpg,,original=25;predicted=10,4.252431540191079,manual_review_required,pending,,
bce8546e6f316c40c908b4324d0207420af9c479bf2a41dbff3570436c55b704,alc_label_candidate,1-coins/5_1477189332.jpg,,original=5;predicted=25,4.219306044489449,manual_review_required,pending,,
bf46dd757c33c15bc8a902470a51de3d58cc074f781a93e46e95fa866137dbfd,alc_label_candidate,1-coins/105_1479344484.jpg,,original=25;predicted=10,4.196509103725275,manual_review_required,pending,,
997b7b385e248adc294519dcfcc3786bfbfdaf76af6dadbc1abc398f41be412e,alc_label_candidate,1-coins/90_1477856976.jpg,,original=25;predicted=10,4.165730913183773,manual_review_required,pending,,
109e14f87bd93e3d4ed28cf07bf9fb9c16a87e7b19ce9e580c6f6a832760da9e,alc_label_candidate,1-coins/85_1477853952.jpg,,original=25;predicted=10,4.150545945960213,manual_review_required,pending,,
4c621093365a268624b150fe6bb6c6b8a5d0ba318b38cdfc997e642278078bd0,alc_label_candidate,1-coins/55_1477842114.jpg,,original=25;predicted=10,4.115146902641614,manual_review_required,pending,,
9467e16f29e2c7881f94c632a574f29fb0c53f48c12681ab77646534b4bb6d9f,alc_label_candidate,1-coins/25_1477285140.jpg,,original=25;predicted=10,4.094935487077648,manual_review_required,pending,,
0b652495420ed7c16220bdfcf12450adda39c1d0d462c80ee28f0c137d90bd3f,alc_label_candidate,1-coins/25_1477285242.jpg,,original=25;predicted=10,4.015305302115415,manual_review_required,pending,,
e3dad9c1c80399d6efa6bbd7d94fe19220c4a44a3e7b800db3a839d0fc2816e4,alc_label_candidate,1-coins/30_1477787466.jpg,,original=25;predicted=10,3.934045907804296,manual_review_required,pending,,
1c34883427f841f9cb1f4881744246777f4daa30ef94851e2c2d6e62da9e6d13,alc_label_candidate,1-coins/10_1477288506.jpg,,original=10;predicted=25,3.915634691330969,manual_review_required,pending,,
525cb363f999de377981d3bacf1d06efa36f521f204f408a968dc6c40811ec90,alc_label_candidate,1-coins/25_1477285248.jpg,,original=25;predicted=10,3.8004404047255975,manual_review_required,pending,,
c69276ad31e0d503fce7b1cd4176f88cfd63f06164cd4d89f5968eb33bb359e2,alc_label_candidate,1-coins/25_1477154316.jpg,,original=25;predicted=10,3.7994221316901897,manual_review_required,pending,,
20cf5fe4547ae18dfa3fe53cdb6a36c0be23c43784f537577ef10abd6daaf8d8,alc_label_candidate,1-coins/50_1477144932.jpg,,original=50;predicted=10,3.771197353500925,manual_review_required,pending,,
5a7223dde7ba8dbdf3c9f10fccc9d4ab78ddd4dd5751f19268af572542f8e77d,alc_label_candidate,1-coins/10_1477288812.jpg,,original=10;predicted=5,3.744669622318139,manual_review_required,pending,,
47ac3cb1111feec7cb828ec11b5b2f3343907a762e2ea04e267405fbc83c2b77,alc_label_candidate,1-coins/10_1477288668.jpg,,original=10;predicted=5,3.6298342672621753,manual_review_required,pending,,
eb3c954a525cffd59a7744dc89784f7889760408f658694b6d423b48bd24cab5,alc_label_candidate,1-coins/25_1477149558.jpg,,original=25;predicted=10,3.581599475039341,manual_review_required,pending,,
7e2d40aef0e96bcb3263cc5d54b51c943448375b7283c4d9f845a18232916f5e,alc_label_candidate,1-coins/105_1479344562.jpg,,original=25;predicted=10,3.5725722315370243,manual_review_required,pending,,
f13f20f47edf7ee6f92e96f0582c33712fccb5fd238b7878a097ef49fc9217c3,alc_label_candidate,1-coins/90_1477857108.jpg,,original=25;predicted=10,3.5492045500459,manual_review_required,pending,,
187231eff6caec76220662a63113940a766d528eaeb6ebad488ee7975a0e503f,alc_label_candidate,1-coins/10_1477186458.jpg,,original=10;predicted=25,3.535579952302717,manual_review_required,pending,,
9f36ffa9c05cb6526c4956280f53df7f9d065ef91d4c7e4d72b0dcc60bbda54d,alc_label_candidate,1-coins/10_1477288704.jpg,,original=10;predicted=5,3.4973706169482277,manual_review_required,pending,,
03ab8dbe0e868bafeab7095a19eace6f1bdfc5700edc764f5a859a57b051f3c0,alc_label_candidate,1-coins/25_1477286400.jpg,,original=25;predicted=10,3.487073595372428,manual_review_required,pending,,
fe1bcd3538846b9b4488a548ffb98dd2681d5a0bff572f5a02a78613f5d3d894,alc_label_candidate,1-coins/130_1477861998.jpg,,original=25;predicted=10,3.427379831454644,manual_review_required,pending,,
74006864bfd3c3ea46b56bcc585b90f44ab26546b7d2fb4cf8187c87da8b0be4,alc_label_candidate,1-coins/95_1477857330.jpg,,original=25;predicted=10,3.409530102161143,manual_review_required,pending,,
2bed414de0b51a90f13fd2e1406479d4bd1d0379a418e0322dbfedfd7a680c9b,alc_label_candidate,1-coins/145_1479427818.jpg,,original=25;predicted=10,3.400109325046796,manual_review_required,pending,,
bdf890756e9ae6dc6b4a029c30395691081cc9fa556553565c295c51f8ae8588,alc_label_candidate,1-coins/150_1479429522.jpg,,original=25;predicted=10,3.3193778243175727,manual_review_required,pending,,
2ca1caa2e7fbac179272da43e511022de2a707a3619215d072c3cc74ed9881a4,alc_label_candidate,1-coins/25_1477191444.jpg,,original=25;predicted=10,3.3174387371361043,manual_review_required,pending,,
c64d338d421a6122fd331f1089118583a267046f32245f2976625c9efc631b99,alc_label_candidate,1-coins/10_1477288878.jpg,,original=10;predicted=5,3.3148373918111425,manual_review_required,pending,,
a78a8aceccaf04c7a4d6f38ce97ba6420140bd27123392d92a05db85005b00c5,alc_label_candidate,1-coins/5_1477292052.jpg,,original=5;predicted=25,3.272354440488682,manual_review_required,pending,,
abd4209334c10b9d3312c0dee6c3ff03485a750d8ba0fa9979158e1515eadeeb,alc_label_candidate,1-coins/25_1477287006.jpg,,original=25;predicted=10,3.268070653509025,manual_review_required,pending,,
77905f7490a7fa9bb3c32c88659c77b1dbdbd6135507ab4a4e9d4ca30322000f,alc_label_candidate,1-coins/10_1477147428.jpg,,original=10;predicted=25,3.2312618190368747,manual_review_required,pending,,
97a73dac897489c48c49ffe94fcb7d775a36dba40a07d9ad8c44e5cf019f9dfb,alc_label_candidate,1-coins/90_1477856946.jpg,,original=25;predicted=5,3.2098736905417837,manual_review_required,pending,,
3dd0a0abd787690a763a000d0e717052a2ebffbbdb2d3bde14bd6d28130f8c2f,alc_label_candidate,1-coins/10_1477287936.jpg,,original=10;predicted=25,3.1946136607625104,manual_review_required,pending,,
6e9db08fcda8491466b8ef6b0c81d51d0dfe6bb9eec7b5bc35f5f02095038c0e,alc_label_candidate,1-coins/100_1477281498.jpg,,original=100;predicted=25,3.1604531452972946,manual_review_required,pending,,
2f82a788c78a6257c424e7d2d1a4a6d1f0db92963e1e4675fac1bba5617144b6,alc_label_candidate,1-coins/60_1477844742.jpg,,original=25;predicted=10,3.1360450958429555,manual_review_required,pending,,
152f9b905119e774bab2131eab77e308db0cb321c9e620f4b8b039d7762870ea,alc_label_candidate,1-coins/90_1477855830.jpg,,original=25;predicted=10,3.133968644291796,manual_review_required,pending,,
7e49c6c5eafab3a9cac1def01354ca45dcbe9d1180e2818fbee07358ad78b439,alc_label_candidate,1-coins/110_1479346242.jpg,,original=10;predicted=25,3.125064140422981,manual_review_required,pending,,
459a84a713df2e7f657070550ce616efe0fa07012b780ec2f3d675e1a2713e51,alc_label_candidate,1-coins/105_1479344538.jpg,,original=25;predicted=10,3.1182544682333493,manual_review_required,pending,,
d296356a120df4281a087a5ce859ae4cae6d16a14ce536349ea0c7de12fdb91d,alc_label_candidate,1-coins/145_1479428874.jpg,,original=25;predicted=10,3.113687072700261,manual_review_required,pending,,
e745d655eab2c034227bc37c40119d70948ccd36e6ab8d9c0686e967e8707516,alc_label_candidate,1-coins/120_1479351546.jpg,,original=25;predicted=10,3.112282195688427,manual_review_required,pending,,
870f5dc201783c8b89a2aebc5b697c0da048a75408b6d5d3f296cd5ef77501ae,alc_label_candidate,1-coins/100_1477154580.jpg,,original=100;predicted=25,3.0891858228178544,manual_review_required,pending,,
95a3da2040c4685a4209dbc6c0be750b0d702c845fea12ad32f18fe248ce7337,alc_label_candidate,1-coins/25_1477191582.jpg,,original=25;predicted=10,3.0360587766854423,manual_review_required,pending,,
4cedcea32ba082928fb272becbabdd81ab7200a700f0bb18d8c592ef757a8a58,alc_label_candidate,1-coins/55_1477842120.jpg,,original=25;predicted=10,3.0303705869804203,manual_review_required,pending,,
3ab8578304a89e5e4ca5124067498465322c2e39b1e4f93bda3a80c288366a0e,alc_label_candidate,1-coins/25_1477149294.jpg,,original=25;predicted=10,3.009403335288964,manual_review_required,pending,,
2992a27e0505388966cf74da26d99c3bc0bc11309b058c1edf7ccd8ddf2871cb,alc_label_candidate,1-coins/80_1477851654.jpg,,original=25;predicted=10,3.00901845720846,manual_review_required,pending,,
ee24091f785897c826c7bb006cf5f2d0f197d2163c110a0da30e199819a37b4c,alc_label_candidate,1-coins/105_1479344508.jpg,,original=25;predicted=10,3.001239434432141,manual_review_required,pending,,
cf941399873f46ede76665e99d67e7dae104acf6cc4b632cb613de10963d334e,alc_label_candidate,1-coins/25_1477154022.jpg,,original=25;predicted=5,3.0006269107834624,manual_review_required,pending,,
e59894e24da85633a4550fb096c346a69328148e48bbf692916ea248789e0068,alc_label_candidate,1-coins/25_1477285194.jpg,,original=25;predicted=10,2.968413637112248,manual_review_required,pending,,
57edd7c4737928722a64774dd989a021d2c23b176c9a830f145c865b3fae184f,alc_label_candidate,1-coins/10_1477287990.jpg,,original=10;predicted=25,2.95951154778044,manual_review_required,pending,,
bc0635d34d2daf5e1d97089973bf1d124aebbaf965ec6666b10cfb235611f89b,alc_label_candidate,1-coins/105_1479344556.jpg,,original=25;predicted=10,2.9300346855314583,manual_review_required,pending,,
99d6f76fe863ca5b641df284de1d24b62f44dfc3074bfd0c8019507513d2deeb,alc_label_candidate,1-coins/120_1479351552.jpg,,original=25;predicted=10,2.888472913377462,manual_review_required,pending,,
4cc138bc17cfcabf46c930bf132d3f4491758c901224434a5e5ee73d2730550a,alc_label_candidate,1-coins/175_1479423744.jpg,,original=10;predicted=25,2.872975174045368,manual_review_required,pending,,
dad26687515996c8f29a3a1bf7c354286534a5a1ebebbbe654e118b2b2d0b29d,alc_label_candidate,1-coins/145_1479428928.jpg,,original=25;predicted=10,2.872142762395968,manual_review_required,pending,,
f5f38f665d3fbe0bf80f9d94309c43b93e18af1685bd8ed6740399bed7abe6b3,alc_label_candidate,1-coins/120_1479351474.jpg,,original=25;predicted=10,2.8440527268270275,manual_review_required,pending,,
db0478e9ea3d13445dda116b6c1d20b4365f226bc38d2c56066c74f43826932b,alc_label_candidate,1-coins/150_1477864416.jpg,,original=25;predicted=10,2.832165804337291,manual_review_required,pending,,
f64b99ce3467c66631f5b070ae916f8a9fe2aba75af48e8e9477633ac493b8ee,alc_label_candidate,1-coins/85_1477853946.jpg,,original=25;predicted=10,2.828806903877057,manual_review_required,pending,,
c1e6b4e39992a083aadb8adca94d497e99b3189b3066ad7008d9378f006d3428,alc_label_candidate,1-coins/110_1479345636.jpg,,original=25;predicted=10,2.8268517215055264,manual_review_required,pending,,
c39bfadc19b632369a6e897d1b9065c1a901c0eafba9068a105f6d8e12157d0c,alc_label_candidate,1-coins/5_1477291164.jpg,,original=5;predicted=25,2.8264333435564013,manual_review_required,pending,,
98665f6db95230fc78c0bc19c302165a367da4b7d96f1b835f265af4bdc480b3,alc_label_candidate,1-coins/35_1477789656.jpg,,original=10;predicted=25,2.7964925192647754,manual_review_required,pending,,
a5b94491b5009abe361c301d05ec7911a7e1d04fab8598607c737ba9b9739679,alc_label_candidate,1-coins/175_1479423732.jpg,,original=10;predicted=25,2.786792430580665,manual_review_required,pending,,
f9e8503ecc44c9c12a754fe86bab726fcec1c38bfc2f2d2dc0e3d947a8268511,alc_label_candidate,1-coins/25_1477191438.jpg,,original=25;predicted=10,2.7766735359851444,manual_review_required,pending,,
a61e44a16e051f4f554d0e88d278041e3fc39f185bc8ae6f8891d6cad1bb48f6,alc_label_candidate,1-coins/85_1477852908.jpg,,original=25;predicted=10,2.775657975845602,manual_review_required,pending,,
59a98232ae7e6b486c4e18a9f5a494c993b94fc0df34d87a7a4b11a22ca1dabd,alc_label_candidate,1-coins/120_1479351318.jpg,,original=10;predicted=25,2.756638436875741,manual_review_required,pending,,
58f8ce58a7bdd5609cbe10c83523931b428e3228904b5b716b84018d63c86eee,alc_label_candidate,1-coins/105_1479344592.jpg,,original=25;predicted=10,2.7397899088807547,manual_review_required,pending,,
0fdc7f114ee74068a4cbab6155872bba829448358a668bc2e784cb43f94a2e92,alc_label_candidate,1-coins/120_1479351594.jpg,,original=10;predicted=25,2.732787239936147,manual_review_required,pending,,
7e53c577691ddc3b7049f5f6e203094f1f1d986567a9cf085497a9ce4482fd7c,alc_label_candidate,1-coins/110_1479345672.jpg,,original=25;predicted=10,2.72634275993032,manual_review_required,pending,,
a277c3b3a123c052a8e71f92b5220945dd0e079d66af399b14a8203c527a622b,alc_label_candidate,1-coins/125_1479424692.jpg,,original=10;predicted=25,2.716894903781868,manual_review_required,pending,,
d8ef381101d263e92fa47550a2f7ebb013c3ef49a34184b4cb0414eae5e83107,alc_label_candidate,1-coins/85_1477853892.jpg,,original=25;predicted=5,2.697741002500336,manual_review_required,pending,,
f3cc335554345d0f4c8fd6d1a108e7439f7fa170ab96571bb5feae5da9bbf78f,alc_label_candidate,1-coins/100_1477858626.jpg,,original=25;predicted=10,2.6949744520992294,manual_review_required,pending,,
b29c80f3b0283bd2fed25588a4b53aeac69bcf1d2046924b953f1b608d85ad86,alc_label_candidate,1-coins/175_1479423732.jpg,,original=10;predicted=25,2.67643885739549,manual_review_required,pending,,
5c489212d175e13722bd7ebf56c25dc91fcf9231cc1bf179d17118bf15dcf8a8,alc_label_candidate,1-coins/55_1477842048.jpg,,original=25;predicted=10,2.671561202931975,manual_review_required,pending,,
6fa71ac873bb4d7ba5e328b868bf4fcf6c2a3d5b819e64382502edefc34bf8e7,alc_label_candidate,1-coins/5_1477291308.jpg,,original=5;predicted=25,2.6517096310031887,manual_review_required,pending,,
8fecb205a1a5191fcd3d1906b47281bc2600636066a0948b2331278d90d34b20,alc_label_candidate,1-coins/5_1477291998.jpg,,original=5;predicted=25,2.6298557995459158,manual_review_required,pending,,
509dd1f8fd14e3d50a32595619a0b28f0e5ff847c90a110fbc22264ea41a3e11,alc_label_candidate,1-coins/105_1479344472.jpg,,original=25;predicted=10,2.6191547125193653,manual_review_required,pending,,
b154a60ac4c727ebf7c50e5c81733ea5a1887293deb93058f5b69329c6f1213d,alc_label_candidate,1-coins/30_1477787532.jpg,,original=25;predicted=10,2.598398770894258,manual_review_required,pending,,
71c2a5c7942e7eb6c90172536f6feac3b0a071b5c80ba36d212f48eb5be9c261,alc_label_candidate,1-coins/10_1477288716.jpg,,original=10;predicted=5,2.596204401884321,manual_review_required,pending,,
dd2e17320ac34a79c72f3cf58b72edd721c29d920e401eba2e243ca54aa6c0b8,alc_label_candidate,1-coins/5_1477189362.jpg,,original=5;predicted=25,2.593022874272664,manual_review_required,pending,,
37c98170c83a6273ddd5565412287af01a198c1469c60e937b12bf96ffc479ea,alc_label_candidate,1-coins/25_1477191360.jpg,,original=25;predicted=5,2.576604894705745,manual_review_required,pending,,
a27fa8e9cc49576702e1f30a16f7681a12720e8b20d63088389d59b588c9c458,alc_label_candidate,1-coins/110_1479346284.jpg,,original=25;predicted=10,2.5426476507308093,manual_review_required,pending,,
8060a347c7ffa1e47bdb865b188bb237a2a6b820a1664827f7799a0f6396b8f1,alc_label_candidate,1-coins/95_1477857336.jpg,,original=25;predicted=10,2.536270391209053,manual_review_required,pending,,
67e9cb1f219e413f76fa796abefbcc7ed53e5e669c7aac51957f9c721587ce0a,alc_label_candidate,1-coins/5_1477189356.jpg,,original=5;predicted=25,2.527296750728107,manual_review_required,pending,,
a5a880646f913a319b8f6c7aae7cb5e4445eaee760508c3894a4e28e40d53ba0,alc_label_candidate,1-coins/25_1477154274.jpg,,original=25;predicted=10,2.520508098824787,manual_review_required,pending,,
ca5a58e1a75d98cf30beee9d28ed49e33680c748a8a844c9b14d246e883ac3d8,alc_label_candidate,1-coins/60_1477843968.jpg,,original=50;predicted=10,2.5025360851020264,manual_review_required,pending,,
71c07ba80723914cda558119b6e9a3b79ffd0fceb64d71615fd466cb55c71f19,alc_label_candidate,1-coins/5_1477156770.jpg,,original=5;predicted=25,2.490294841402104,manual_review_required,pending,,
a2e95eaff8b54a13973adbf1c1a685813fbece45a1c81a5ea8185503318e3e48,alc_label_candidate,1-coins/25_1477191588.jpg,,original=25;predicted=10,2.4823379200040248,manual_review_required,pending,,
a9bbceff92a40f1c59ab50b3007ba9c22dd3e232a9f4f56be1aa721e4e6ea9f2,alc_label_candidate,1-coins/75_1477850544.jpg,,original=10;predicted=25,2.481142083354196,manual_review_required,pending,,
09908e3541006ef4fd73a27d9db17cbff31fd33d2d99a266c1edb9f873083aeb,alc_label_candidate,1-coins/85_1477852056.jpg,,original=5;predicted=25,2.480907656400661,manual_review_required,pending,,
65a0f297e2736750946537cd12582d9a8c745c36b4e26f6e22ed6f2ce0233d5f,alc_label_candidate,1-coins/55_1477842036.jpg,,original=25;predicted=10,2.4692919024410243,manual_review_required,pending,,
523ab0506c9a6aa0bf3a50fc62c7a816daa5b696aa730f2a3a5f5e1b2a4f51dc,alc_label_candidate,1-coins/10_1477288380.jpg,,original=10;predicted=25,2.4661840810103923,manual_review_required,pending,,
2e9940bc3e5d601487f8d101c75e4825530c1c3e70c6a7039cbf4800a6cdd40e,alc_label_candidate,1-coins/55_1477838886.jpg,,original=25;predicted=10,2.459327946969302,manual_review_required,pending,,
dd5aaea92d115acf47c6ae66e49958597a90596b6a26d3b691726f7b2a012dc0,alc_label_candidate,1-coins/150_1479429516.jpg,,original=25;predicted=10,2.4135531651600903,manual_review_required,pending,,
5ef638c1cbb512d199ae3691b03d057691079c890d924c0c3012559bf8408c93,alc_label_candidate,1-coins/5_1477292058.jpg,,original=5;predicted=25,2.3909689306657493,manual_review_required,pending,,
30e365b78d10f6ac91ceafb392d740b49c5e61ee16c5f2de3fed99c03c2edf2c,alc_label_candidate,1-coins/90_1477856982.jpg,,original=25;predicted=10,2.3755210113805227,manual_review_required,pending,,
abb56a2e0e596b8d80813f3a908f11af7307fde042255046bdac7ac631031f9d,alc_label_candidate,1-coins/10_1477288458.jpg,,original=10;predicted=25,2.343548564972904,manual_review_required,pending,,
ec8bb58019294f18110d249f915af531157cf01ccdffc164524d56afaf9470f0,alc_label_candidate,1-coins/145_1479427902.jpg,,original=25;predicted=10,2.3326694889218977,manual_review_required,pending,,
19e95a3fb2571bcf86376870b871375b56dce4e359f6e21134e8162933b5be55,alc_label_candidate,1-coins/90_1477855788.jpg,,original=25;predicted=10,2.3238530111604,manual_review_required,pending,,
a3cccfe04b46d3d051611cb97b43d2104d95b1559e33ae9cf6ab62b6d6f3494d,alc_label_candidate,1-coins/5_1477290960.jpg,,original=5;predicted=25,2.323130087947247,manual_review_required,pending,,
8f0b754c41d270b2102f291eb13c9cb64bdc93058314e5cf469b2d505bb100dc,alc_label_candidate,1-coins/25_1477191306.jpg,,original=25;predicted=5,2.312159998049161,manual_review_required,pending,,
2c177770430600b485182f703c17f08722ca74d8db41aa751511dc7d8c5b52b0,alc_label_candidate,1-coins/5_1477291110.jpg,,original=5;predicted=25,2.2822662072396573,manual_review_required,pending,,
bcb6fe956ee25dd512f77febedee0e41fa17cb89f7aaf3871c60538a353b4d80,alc_label_candidate,1-coins/10_1477787694.jpg,,original=5;predicted=25,2.278263860465811,manual_review_required,pending,,
a4752867c7d8300cdbda820302d7655d56ff002e7cc282229f8e28d21c0a385d,alc_label_candidate,1-coins/5_1477290966.jpg,,original=5;predicted=25,2.261543237177949,manual_review_required,pending,,
490570174c6b1c77b28678b3234a9a158a4480841a9f503c3f9dd863f3ae9329,alc_label_candidate,1-coins/10_1477288710.jpg,,original=10;predicted=5,2.248669370080828,manual_review_required,pending,,
6f3d2f921bac3057624a3d71a66c111f7a22e66e66ac371b580e016791738140,alc_label_candidate,1-coins/25_1477191762.jpg,,original=25;predicted=10,2.247307240472233,manual_review_required,pending,,
400ecbae7e29de1be093e77d888eed554c51779803dc63a5fad59e9540fde26c,alc_label_candidate,1-coins/90_1477855782.jpg,,original=25;predicted=10,2.2472236422316256,manual_review_required,pending,,
8480b0d0c9c070cac8f3a78e8b94ba9aa919b18d6f6c6475bf097d49664234c5,alc_label_candidate,1-coins/90_1477855542.jpg,,original=25;predicted=10,2.2324409677098926,manual_review_required,pending,,
5929baf45083f107f31ea97a2f84115e2887997d068d3e87a1dd204634433593,alc_label_candidate,1-coins/120_1479351558.jpg,,original=25;predicted=10,2.2298869239089525,manual_review_required,pending,,
3be35da900472c7be3693bc3873a8168312ea30bb1f904876c61e271513e27ea,alc_label_candidate,1-coins/5_1477292100.jpg,,original=5;predicted=25,2.213475579685242,manual_review_required,pending,,
4a59205409af543cad043c889f0195912408c75cedd3da372115429f0ad0e28f,alc_label_candidate,1-coins/150_1479430350.jpg,,original=25;predicted=5,2.2047237712775694,manual_review_required,pending,,
f4776b0f58e1224b0db51252471a2a5a2e3bdd81aef3ba3a184f5e8fcbdff00f,alc_label_candidate,1-coins/105_1479344550.jpg,,original=25;predicted=10,2.201411140844486,manual_review_required,pending,,
2e8d6cf79277a3c5c439b915cd205e6ef56d939272fa7e6ed0c05f25161f7145,alc_label_candidate,1-coins/55_1477842066.jpg,,original=25;predicted=10,2.1998481808269434,manual_review_required,pending,,
