image_id,relative_path,filename,stem,extension,file_size_bytes,sha256,readable,width,height,mode,annotation_relative_path,annotation_match_method,n_annotation_candidates,image_error
42,1-coins/100_1477154694.jpg,100_1477154694.jpg,100_1477154694,.jpg,40561,9b998044b7508010c6385f0c098345c59a00a5b95747b5206e3451aef8b1bcf1,True,640,480,RGB,1-coins/100_1477154694.json,labelme_imagePath,1,
43,1-coins/100_1477154700.jpg,100_1477154700.jpg,100_1477154700,.jpg,40574,6742d2675c07586931e4b03e08372b87dd99b4ae7a6f53a459e13487b979dfa9,True,640,480,RGB,1-coins/100_1477154700.json,labelme_imagePath,1,
44,1-coins/100_1477154706.jpg,100_1477154706.jpg,100_1477154706,.jpg,40304,13f33e0c61578ad7bd49f5a7749c4f3e0ade6448db73865b48b466290a6fbeae,True,640,480,RGB,1-coins/100_1477154706.json,labelme_imagePath,1,
45,1-coins/100_1477154712.jpg,100_1477154712.jpg,100_1477154712,.jpg,40223,a603f7b78ddc97e368c2affdfc6b4ed1be7bb8f2de6e556b62c76e1fdcc330b8,True,640,480,RGB,1-coins/100_1477154712.json,labelme_imagePath,1,
46,1-coins/100_1477154718.jpg,100_1477154718.jpg,100_1477154718,.jpg,40876,823202ffa156347eea98f266c8e544e3e5b2caea3ea27ca6e71ba8908dcfb543,True,640,480,RGB,1-coins/100_1477154718.json,labelme_imagePath,1,
47,1-coins/100_1477154724.jpg,100_1477154724.jpg,100_1477154724,.jpg,40496,5eb2740eceb4b251287d5093138372d8d04e16b5aa885adc5560c3b51c5482e3,True,640,480,RGB,1-coins/100_1477154724.json,labelme_imagePath,1,
48,1-coins/100_1477154730.jpg,100_1477154730.jpg,100_1477154730,.jpg,39757,f2dddcf638272107d088ce15f4118d99b852632d56fdba68f4610d09f71836b8,True,640,480,RGB,1-coins/100_1477154730.json,labelme_imagePath,1,
49,1-coins/100_1477154736.jpg,100_1477154736.jpg,100_1477154736,.jpg,39473,6fe7be0b5e3d280cedd7f9b2ef38860f269822ff4cce89a526356877cc741944,True,640,480,RGB,1-coins/100_1477154736.json,labelme_imagePath,1,
50,1-coins/100_1477154742.jpg,100_1477154742.jpg,100_1477154742,.jpg,39683,e38f854a432fdbea6d74afaf3a6c30c9722991c530dc3daf35c30399de14f8c1,True,640,480,RGB,1-coins/100_1477154742.json,labelme_imagePath,1,
51,1-coins/100_1477154748.jpg,100_1477154748.jpg,100_1477154748,.jpg,40006,b6bfa155ea69a1746d388b2ca6931dc8c3b7ee4e8ea0ea9c793e013871ed06f5,True,640,480,RGB,1-coins/100_1477154748.json,labelme_imagePath,1,
52,1-coins/100_1477154754.jpg,100_1477154754.jpg,100_1477154754,.jpg,39371,10ea9cfeb607b9cbf46c8494dfc9bd7f6e74ac4dfbb9392812a6ec45232a792d,True,640,480,RGB,1-coins/100_1477154754.json,labelme_imagePath,1,
53,1-coins/100_1477154760.jpg,100_1477154760.jpg,100_1477154760,.jpg,41493,f2441542e6847a82ede1e74a427d327456f2bbe635425e7b5f3fa0c0d78a4874,True,640,480,RGB,1-coins/100_1477154760.json,labelme_imagePath,1,
54,1-coins/100_1477154766.jpg,100_1477154766.jpg,100_1477154766,.jpg,39899,87b9295b2b9e823fbb1e5d5aceee9a24cff54928e2d33ff38b6ecb6eadf4bec2,True,640,480,RGB,1-coins/100_1477154766.json,labelme_imagePath,1,
55,1-coins/100_1477154772.jpg,100_1477154772.jpg,100_1477154772,.jpg,40404,84c10b472efad05015ce3775a166553493d635cdad585e8efd5ad811cfd2a8b5,True,640,480,RGB,1-coins/100_1477154772.json,labelme_imagePath,1,
56,1-coins/100_1477154778.jpg,100_1477154778.jpg,100_1477154778,.jpg,40038,ec743f8f3db34c28e86c743ffd5e5945878f6c9c4329493666fef65bc03ee973,True,640,480,RGB,1-coins/100_1477154778.json,labelme_imagePath,1,
57,1-coins/100_1477154784.jpg,100_1477154784.jpg,100_1477154784,.jpg,39876,2177664992ad1072ae67c9a9a1665400ca02116a5272f1cf2d99d287037dfb4f,True,640,480,RGB,1-coins/100_1477154784.json,labelme_imagePath,1,
58,1-coins/100_1477154790.jpg,100_1477154790.jpg,100_1477154790,.jpg,40913,0cc030c516b7a3dbe72555b3f19bf511e7a5706850af9593a695591b33ed747c,True,640,480,RGB,1-coins/100_1477154790.json,labelme_imagePath,1,
59,1-coins/100_1477154796.jpg,100_1477154796.jpg,100_1477154796,.jpg,41003,0418a61696c85f25d9d7620a169a8c8eea9538b34fef6dca328c714f4dba81e2,True,640,480,RGB,1-coins/100_1477154796.json,labelme_imagePath,1,
60,1-coins/100_1477154874.jpg,100_1477154874.jpg,100_1477154874,.jpg,35738,8ac231a09490b0b5fc284c6de20b0ad61a3fb8f508b4ca72ed78535aae220a25,True,640,480,RGB,1-coins/100_1477154874.json,labelme_imagePath,1,
61,1-coins/100_1477154880.jpg,100_1477154880.jpg,100_1477154880,.jpg,40637,7ceebac3722f3d6eab4871d23ffc5a895d9be937b754f7d853a446f3fa38f0f2,True,640,480,RGB,1-coins/100_1477154880.json,labelme_imagePath,1,
62,1-coins/100_1477154886.jpg,100_1477154886.jpg,100_1477154886,.jpg,40954,f607d763b541475f7d165b264f5d4eaace1a8b88814f86db025e2a8e1c66e7c9,True,640,480,RGB,1-coins/100_1477154886.json,labelme_imagePath,1,
63,1-coins/100_1477154892.jpg,100_1477154892.jpg,100_1477154892,.jpg,40742,a6dacb01b1a850ec9f7048993d811b1bb4d063b20c815e728dd61162fb76dead,True,640,480,RGB,1-coins/100_1477154892.json,labelme_imagePath,1,
64,1-coins/100_1477154898.jpg,100_1477154898.jpg,100_1477154898,.jpg,41153,deea23db639a03b468db4d5638d29abf639c0e31e66a8ba865a390de3bd1a462,True,640,480,RGB,1-coins/100_1477154898.json,labelme_imagePath,1,
65,1-coins/100_1477154904.jpg,100_1477154904.jpg,100_1477154904,.jpg,41132,3ea1b7152111fa332cf662ba9196d6b241ee1e9d570ddade540e469c6ecd386e,True,640,480,RGB,1-coins/100_1477154904.json,labelme_imagePath,1,
66,1-coins/100_1477154910.jpg,100_1477154910.jpg,100_1477154910,.jpg,45723,71a305036a31f17d7bc2d6533c8ead4accb06b92f811e321074ae0a32f820d1c,True,640,480,RGB,1-coins/100_1477154910.json,labelme_imagePath,1,
67,1-coins/100_1477154916.jpg,100_1477154916.jpg,100_1477154916,.jpg,41424,cb0802b2e5e66d4eb88385669f173a6cea1c974efc0e10ff3e2aebb010d92ae2,True,640,480,RGB,1-coins/100_1477154916.json,labelme_imagePath,1,
68,1-coins/100_1477154922.jpg,100_1477154922.jpg,100_1477154922,.jpg,40695,6f979c577a2e2c66bf575e6e8b53722519d2c614aade9e0a148d2552ffbc7a35,True,640,480,RGB,1-coins/100_1477154922.json,labelme_imagePath,1,
69,1-coins/100_1477154928.jpg,100_1477154928.jpg,100_1477154928,.jpg,41452,ee79474130535b7969aa511084796310ff170892fca0ace8af0ec7eda4c96951,True,640,480,RGB,1-coins/100_1477154928.json,labelme_imagePath,1,
70,1-coins/100_1477154934.jpg,100_1477154934.jpg,100_1477154934,.jpg,41668,c73ee53b2bc9b2e1d4635b821a5e1a4a52e927fb8e809dadd4fb0ce1083e77b9,True,640,480,RGB,1-coins/100_1477154934.json,labelme_imagePath,1,
71,1-coins/100_1477154940.jpg,100_1477154940.jpg,100_1477154940,.jpg,41089,29017999e507df371002da45a32159e20dace28729512c72fa4c63b8a9d4b3e3,True,640,480,RGB,1-coins/100_1477154940.json,labelme_imagePath,1,
72,1-coins/100_1477154946.jpg,100_1477154946.jpg,100_1477154946,.jpg,41301,9d142a8ae2cce9cb3c544299791c93ad688860452a8ff24d9882adbde8660c6a,True,640,480,RGB,1-coins/100_1477154946.json,labelme_imagePath,1,
73,1-coins/100_1477154952.jpg,100_1477154952.jpg,100_1477154952,.jpg,46935,92ee4ea5c24c8e852fcee28d458dfc2b4938af464a0a86a5a73705731b5899df,True,640,480,RGB,1-coins/100_1477154952.json,labelme_imagePath,1,
74,1-coins/100_1477154958.jpg,100_1477154958.jpg,100_1477154958,.jpg,41503,b7e87007b67351a9c87d4f824c5970c6d737ea27947c25412fbf187a900b1984,True,640,480,RGB,1-coins/100_1477154958.json,labelme_imagePath,1,
75,1-coins/100_1477154964.jpg,100_1477154964.jpg,100_1477154964,.jpg,41806,8b4fcee5966378d5f3620799feb0056bf1bff94d54d42239ff68dc129a322154,True,640,480,RGB,1-coins/100_1477154964.json,labelme_imagePath,1,
76,1-coins/100_1477154970.jpg,100_1477154970.jpg,100_1477154970,.jpg,39760,24dac927b18f22692115d67ba6470a2371dc4fb2032ce92f8548cfd4684fe368,True,640,480,RGB,1-coins/100_1477154970.json,labelme_imagePath,1,
77,1-coins/100_1477154976.jpg,100_1477154976.jpg,100_1477154976,.jpg,40533,737c19be0cf83c5764ebd26dcb6850614e4efcc9b2a640dd1e860605456b9eb6,True,640,480,RGB,1-coins/100_1477154976.json,labelme_imagePath,1,
78,1-coins/100_1477154982.jpg,100_1477154982.jpg,100_1477154982,.jpg,40827,3b1715fdd7798a608cfbb079b987365ee235b6392c4da7e8db98b03c1ec9cf68,True,640,480,RGB,1-coins/100_1477154982.json,labelme_imagePath,1,
79,1-coins/100_1477154988.jpg,100_1477154988.jpg,100_1477154988,.jpg,40544,1e04094457814db117afeaddcf67e546562c1332347f8127ad8a93dcf8e1ac18,True,640,480,RGB,1-coins/100_1477154988.json,labelme_imagePath,1,
80,1-coins/100_1477154994.jpg,100_1477154994.jpg,100_1477154994,.jpg,40653,f1488b604d1e6eaaea9cc795a07034a7c688fae029dc49aa0cd4ebb20f9848e1,True,640,480,RGB,1-coins/100_1477154994.json,labelme_imagePath,1,
81,1-coins/100_1477155000.jpg,100_1477155000.jpg,100_1477155000,.jpg,40982,53bc42c36eaee013a4f91242d5eba6e5131f73be7a0972e7c3cedf50dbb3c4fe,True,640,480,RGB,1-coins/100_1477155000.json,labelme_imagePath,1,
82,1-coins/100_1477155006.jpg,100_1477155006.jpg,100_1477155006,.jpg,40899,d64cefee21c74229b4c9e45e591124ceb3301e56021e0dd724897cf35653ce8b,True,640,480,RGB,1-coins/100_1477155006.json,labelme_imagePath,1,
83,1-coins/100_1477155012.jpg,100_1477155012.jpg,100_1477155012,.jpg,41292,1f083a6cada8a93ae484985e2b1d7a39976661be6e65131054e2e9eedaadd2ab,True,640,480,RGB,1-coins/100_1477155012.json,labelme_imagePath,1,
84,1-coins/100_1477155018.jpg,100_1477155018.jpg,100_1477155018,.jpg,41378,c18965c31b1ce7e11b75665ec349a85a665fb8c64462020860c7265395296fc4,True,640,480,RGB,1-coins/100_1477155018.json,labelme_imagePath,1,
85,1-coins/100_1477155024.jpg,100_1477155024.jpg,100_1477155024,.jpg,41314,1904d5873ce2cfd0c5405607090867bb7359e140628cdd2d9438fb007707db29,True,640,480,RGB,1-coins/100_1477155024.json,labelme_imagePath,1,
86,1-coins/100_1477155030.jpg,100_1477155030.jpg,100_1477155030,.jpg,40586,e1cf46072d725ea33c04b5a6531b14d270bfbccafc2650c0ef6e494228829a10,True,640,480,RGB,1-coins/100_1477155030.json,labelme_imagePath,1,
87,1-coins/100_1477155036.jpg,100_1477155036.jpg,100_1477155036,.jpg,40520,eae6e48c49af84fed61a2b5c20c03c8fdab0420e8b621a2406b60bbcc03a12eb,True,640,480,RGB,1-coins/100_1477155036.json,labelme_imagePath,1,
88,1-coins/100_1477155042.jpg,100_1477155042.jpg,100_1477155042,.jpg,42178,58331866721dc03c817fde6219e158f9ba4b15e138202a2b1cf5912f1f8be87c,True,640,480,RGB,1-coins/100_1477155042.json,labelme_imagePath,1,
89,1-coins/100_1477155048.jpg,100_1477155048.jpg,100_1477155048,.jpg,40754,e14c110237d8b93aeb3908d16a165c5ec5f2b99529a5b971ad8ff38dad1114d5,True,640,480,RGB,1-coins/100_1477155048.json,labelme_imagePath,1,
90,1-coins/100_1477155054.jpg,100_1477155054.jpg,100_1477155054,.jpg,41704,fbf37fc671711061e19eb3682f113bf53049641523f42a12def9148930d13f35,True,640,480,RGB,1-coins/100_1477155054.json,labelme_imagePath,1,
91,1-coins/100_1477155186.jpg,100_1477155186.jpg,100_1477155186,.jpg,39286,1ef54e4c0b02da64b27ee417265f51761760f82a3cd8e8d75806c2cdf5d2b194,True,640,480,RGB,1-coins/100_1477155186.json,labelme_imagePath,1,
92,1-coins/100_1477155192.jpg,100_1477155192.jpg,100_1477155192,.jpg,38826,a6cf97d07501d414690e20c1a9aa813080e5ae9b3936136c5899ff591759f8d5,True,640,480,RGB,1-coins/100_1477155192.json,labelme_imagePath,1,
93,1-coins/100_1477155198.jpg,100_1477155198.jpg,100_1477155198,.jpg,38829,8180f5b481333c95129789f05fd62d8db1f0fef8c93c91b866c5885ccf7ff43d,True,640,480,RGB,1-coins/100_1477155198.json,labelme_imagePath,1,
94,1-coins/100_1477155204.jpg,100_1477155204.jpg,100_1477155204,.jpg,39002,f59b91d9c908c0a1b6e07b15584f7d4b8bfb401f339c8d143deeef0d1c03fd25,True,640,480,RGB,1-coins/100_1477155204.json,labelme_imagePath,1,
95,1-coins/100_1477155210.jpg,100_1477155210.jpg,100_1477155210,.jpg,38268,9b56a80872c7c2b8e9b736d568bcd4c5626a9cfe118e8113da305eab6aeaa6ab,True,640,480,RGB,1-coins/100_1477155210.json,labelme_imagePath,1,
96,1-coins/100_1477155216.jpg,100_1477155216.jpg,100_1477155216,.jpg,39141,7eab51832f27731cf8b7a0327d009fadc42b7eac1f4c87b97411a6912f184563,True,640,480,RGB,1-coins/100_1477155216.json,labelme_imagePath,1,
97,1-coins/100_1477155222.jpg,100_1477155222.jpg,100_1477155222,.jpg,38979,178d21e8cee3f8e03f35402e351a0722f17187017f45e29d54fc67392acc2847,True,640,480,RGB,1-coins/100_1477155222.json,labelme_imagePath,1,
98,1-coins/100_1477155228.jpg,100_1477155228.jpg,100_1477155228,.jpg,38757,e29f4088003dba55f8d9e58b152ffaa4b4fcc5f588817da34ce4eef13f8db4a8,True,640,480,RGB,1-coins/100_1477155228.json,labelme_imagePath,1,
99,1-coins/100_1477155234.jpg,100_1477155234.jpg,100_1477155234,.jpg,38257,d7f0e08ad64094f7b398c9a79a11204155990984259dfc4de828b8c006a14021,True,640,480,RGB,1-coins/100_1477155234.json,labelme_imagePath,1,
100,1-coins/100_1477155240.jpg,100_1477155240.jpg,100_1477155240,.jpg,37785,9947e1ba035d58d96aa9c39c285b3dab6b990191a75818e8321951486be754f7,True,640,480,RGB,1-coins/100_1477155240.json,labelme_imagePath,1,
101,1-coins/100_1477155246.jpg,100_1477155246.jpg,100_1477155246,.jpg,40908,38c412c0fe574c5788c1420513025902f29a8a320646baf0c01d3cc330242e72,True,640,480,RGB,1-coins/100_1477155246.json,labelme_imagePath,1,
102,1-coins/100_1477155252.jpg,100_1477155252.jpg,100_1477155252,.jpg,40535,7d29858c3afbff8f89016d91992cc03dada18395d43608bfa67da778bd05535b,True,640,480,RGB,1-coins/100_1477155252.json,labelme_imagePath,1,
103,1-coins/100_1477155258.jpg,100_1477155258.jpg,100_1477155258,.jpg,40907,fd233669f8a3724cfb68fb3d15b6aa9242f92291ada653119a7c3df4297e0c98,True,640,480,RGB,1-coins/100_1477155258.json,labelme_imagePath,1,
104,1-coins/100_1477155264.jpg,100_1477155264.jpg,100_1477155264,.jpg,41182,a794d0a43001fa356e79d05ef467fdcd531549b826933209bc955174fe4556ca,True,640,480,RGB,1-coins/100_1477155264.json,labelme_imagePath,1,
105,1-coins/100_1477155270.jpg,100_1477155270.jpg,100_1477155270,.jpg,38947,fdbeff4f3eee1fe5c4ae9623ed05125067ae7619172d1be794791b7eb1dbb513,True,640,480,RGB,1-coins/100_1477155270.json,labelme_imagePath,1,
106,1-coins/100_1477155276.jpg,100_1477155276.jpg,100_1477155276,.jpg,38735,d0afdc293c21690b94ca30a694c830b6bffd4efde084f39179d83f0c00be3e03,True,640,480,RGB,1-coins/100_1477155276.json,labelme_imagePath,1,
107,1-coins/100_1477155282.jpg,100_1477155282.jpg,100_1477155282,.jpg,38301,956ab9240997eea65f852c43945268ba3d258c08fe0bda937745a490338b7470,True,640,480,RGB,1-coins/100_1477155282.json,labelme_imagePath,1,
108,1-coins/100_1477155288.jpg,100_1477155288.jpg,100_1477155288,.jpg,38498,0de359668f1f97e40b37460d2f2983a206c2a1644b4d6faf9da3014c2e7fb4db,True,640,480,RGB,1-coins/100_1477155288.json,labelme_imagePath,1,
109,1-coins/100_1477155294.jpg,100_1477155294.jpg,100_1477155294,.jpg,38645,15adad97c68c5bfbc019294a71cbb21c13e53b23138f829e72b4bd5947ac0476,True,640,480,RGB,1-coins/100_1477155294.json,labelme_imagePath,1,
110,1-coins/100_1477155300.jpg,100_1477155300.jpg,100_1477155300,.jpg,37786,2c2b96dcd1ef0952818533db78335aaa860d371f71bdd1e7756d90de44532c5d,True,640,480,RGB,1-coins/100_1477155300.json,labelme_imagePath,1,
111,1-coins/100_1477155306.jpg,100_1477155306.jpg,100_1477155306,.jpg,38143,f04606c74b2d31bde4fdb0702f4b9bf04e64a8e70e2713f664e3a27e83f71e71,True,640,480,RGB,1-coins/100_1477155306.json,labelme_imagePath,1,
112,1-coins/100_1477155312.jpg,100_1477155312.jpg,100_1477155312,.jpg,37782,2ca098060029077211339cceffb6f289952f9008247a6151ee6e788991efa2e6,True,640,480,RGB,1-coins/100_1477155312.json,labelme_imagePath,1,
113,1-coins/100_1477155318.jpg,100_1477155318.jpg,100_1477155318,.jpg,38614,e7f7611bf4be774831cccf16f3faebd7a58266b84f706c03416d481ccb22325a,True,640,480,RGB,1-coins/100_1477155318.json,labelme_imagePath,1,
