annotation_relative_path,annotation_filename,annotation_stem,is_labelme,imagePath,imagePath_filename,n_shapes,labels,parse_error,matched_to_image
1-coins/100_1477154556.json,100_1477154556.json,100_1477154556,True,100_1477154556.jpg,100_1477154556.jpg,1,100,,True
1-coins/100_1477154562.json,100_1477154562.json,100_1477154562,True,100_1477154562.jpg,100_1477154562.jpg,1,100,,True
1-coins/100_1477154568.json,100_1477154568.json,100_1477154568,True,100_1477154568.jpg,100_1477154568.jpg,1,100,,True
1-coins/100_1477154574.json,100_1477154574.json,100_1477154574,True,100_1477154574.jpg,100_1477154574.jpg,1,100,,True
1-coins/100_1477154580.json,100_1477154580.json,100_1477154580,True,100_1477154580.jpg,100_1477154580.jpg,1,100,,True
1-coins/100_1477154586.json,100_1477154586.json,100_1477154586,True,100_1477154586.jpg,100_1477154586.jpg,1,100,,True
1-coins/100_1477154592.json,100_1477154592.json,100_1477154592,True,100_1477154592.jpg,100_1477154592.jpg,1,100,,True
1-coins/100_1477154598.json,100_1477154598.json,100_1477154598,True,100_1477154598.jpg,100_1477154598.jpg,1,100,,True
1-coins/100_1477154604.json,100_1477154604.json,100_1477154604,True,100_1477154604.jpg,100_1477154604.jpg,1,100,,True
1-coins/100_1477154610.json,100_1477154610.json,100_1477154610,True,100_1477154610.jpg,100_1477154610.jpg,1,100,,True
1-coins/100_1477154622.json,100_1477154622.json,100_1477154622,True,100_1477154622.jpg,100_1477154622.jpg,1,100,,True
1-coins/100_1477154628.json,100_1477154628.json,100_1477154628,True,100_1477154628.jpg,100_1477154628.jpg,1,100,,True
1-coins/100_1477154634.json,100_1477154634.json,100_1477154634,True,100_1477154634.jpg,100_1477154634.jpg,1,100,,True
1-coins/100_1477154640.json,100_1477154640.json,100_1477154640,True,100_1477154640.jpg,100_1477154640.jpg,1,100,,True
1-coins/100_1477154646.json,100_1477154646.json,100_1477154646,True,100_1477154646.jpg,100_1477154646.jpg,1,100,,True
1-coins/100_1477154652.json,100_1477154652.json,100_1477154652,True,100_1477154652.jpg,100_1477154652.jpg,1,100,,True
1-coins/100_1477154658.json,100_1477154658.json,100_1477154658,True,100_1477154658.jpg,100_1477154658.jpg,1,100,,True
1-coins/100_1477154664.json,100_1477154664.json,100_1477154664,True,100_1477154664.jpg,100_1477154664.jpg,1,100,,True
1-coins/100_1477154670.json,100_1477154670.json,100_1477154670,True,100_1477154670.jpg,100_1477154670.jpg,1,100,,True
1-coins/100_1477154676.json,100_1477154676.json,100_1477154676,True,100_1477154676.jpg,100_1477154676.jpg,1,100,,True
1-coins/100_1477154682.json,100_1477154682.json,100_1477154682,True,100_1477154682.jpg,100_1477154682.jpg,1,100,,True
1-coins/100_1477154688.json,100_1477154688.json,100_1477154688,True,100_1477154688.jpg,100_1477154688.jpg,1,100,,True
1-coins/100_1477154694.json,100_1477154694.json,100_1477154694,True,100_1477154694.jpg,100_1477154694.jpg,1,100,,True
1-coins/100_1477154700.json,100_1477154700.json,100_1477154700,True,100_1477154700.jpg,100_1477154700.jpg,1,100,,True
1-coins/100_1477154706.json,100_1477154706.json,100_1477154706,True,100_1477154706.jpg,100_1477154706.jpg,1,100,,True
1-coins/100_1477154712.json,100_1477154712.json,100_1477154712,True,100_1477154712.jpg,100_1477154712.jpg,1,100,,True
1-coins/100_1477154718.json,100_1477154718.json,100_1477154718,True,100_1477154718.jpg,100_1477154718.jpg,1,100,,True
1-coins/100_1477154724.json,100_1477154724.json,100_1477154724,True,100_1477154724.jpg,100_1477154724.jpg,1,100,,True
1-coins/100_1477154730.json,100_1477154730.json,100_1477154730,True,100_1477154730.jpg,100_1477154730.jpg,1,100,,True
1-coins/100_1477154736.json,100_1477154736.json,100_1477154736,True,100_1477154736.jpg,100_1477154736.jpg,1,100,,True
1-coins/100_1477154742.json,100_1477154742.json,100_1477154742,True,100_1477154742.jpg,100_1477154742.jpg,1,100,,True
1-coins/100_1477154748.json,100_1477154748.json,100_1477154748,True,100_1477154748.jpg,100_1477154748.jpg,1,100,,True
1-coins/100_1477154754.json,100_1477154754.json,100_1477154754,True,100_1477154754.jpg,100_1477154754.jpg,1,100,,True
1-coins/100_1477154760.json,100_1477154760.json,100_1477154760,True,100_1477154760.jpg,100_1477154760.jpg,1,100,,True
1-coins/100_1477154766.json,100_1477154766.json,100_1477154766,True,100_1477154766.jpg,100_1477154766.jpg,1,100,,True
1-coins/100_1477154772.json,100_1477154772.json,100_1477154772,True,100_1477154772.jpg,100_1477154772.jpg,1,100,,True
1-coins/100_1477154778.json,100_1477154778.json,100_1477154778,True,100_1477154778.jpg,100_1477154778.jpg,1,100,,True
1-coins/100_1477154784.json,100_1477154784.json,100_1477154784,True,100_1477154784.jpg,100_1477154784.jpg,1,100,,True
1-coins/100_1477154790.json,100_1477154790.json,100_1477154790,True,100_1477154790.jpg,100_1477154790.jpg,1,100,,True
1-coins/100_1477154796.json,100_1477154796.json,100_1477154796,True,100_1477154796.jpg,100_1477154796.jpg,1,100,,True
1-coins/100_1477154874.json,100_1477154874.json,100_1477154874,True,100_1477154874.jpg,100_1477154874.jpg,1,100,,True
1-coins/100_1477154880.json,100_1477154880.json,100_1477154880,True,100_1477154880.jpg,100_1477154880.jpg,1,100,,True
1-coins/100_1477154886.json,100_1477154886.json,100_1477154886,True,100_1477154886.jpg,100_1477154886.jpg,1,100,,True
1-coins/100_1477154892.json,100_1477154892.json,100_1477154892,True,100_1477154892.jpg,100_1477154892.jpg,1,100,,True
1-coins/100_1477154898.json,100_1477154898.json,100_1477154898,True,100_1477154898.jpg,100_1477154898.jpg,1,100,,True
1-coins/100_1477154904.json,100_1477154904.json,100_1477154904,True,100_1477154904.jpg,100_1477154904.jpg,1,100,,True
1-coins/100_1477154910.json,100_1477154910.json,100_1477154910,True,100_1477154910.jpg,100_1477154910.jpg,4,100|finger,,True
1-coins/100_1477154916.json,100_1477154916.json,100_1477154916,True,100_1477154916.jpg,100_1477154916.jpg,1,100,,True
1-coins/100_1477154922.json,100_1477154922.json,100_1477154922,True,100_1477154922.jpg,100_1477154922.jpg,1,100,,True
1-coins/100_1477154928.json,100_1477154928.json,100_1477154928,True,100_1477154928.jpg,100_1477154928.jpg,1,100,,True
1-coins/100_1477154934.json,100_1477154934.json,100_1477154934,True,100_1477154934.jpg,100_1477154934.jpg,1,100,,True
1-coins/100_1477154940.json,100_1477154940.json,100_1477154940,True,100_1477154940.jpg,100_1477154940.jpg,1,100,,True
1-coins/100_1477154946.json,100_1477154946.json,100_1477154946,True,100_1477154946.jpg,100_1477154946.jpg,1,100,,True
1-coins/100_1477154952.json,100_1477154952.json,100_1477154952,True,100_1477154952.jpg,100_1477154952.jpg,3,100|finger,,True
1-coins/100_1477154958.json,100_1477154958.json,100_1477154958,True,100_1477154958.jpg,100_1477154958.jpg,1,100,,True
1-coins/100_1477154964.json,100_1477154964.json,100_1477154964,True,100_1477154964.jpg,100_1477154964.jpg,1,100,,True
1-coins/100_1477154970.json,100_1477154970.json,100_1477154970,True,100_1477154970.jpg,100_1477154970.jpg,1,100,,True
1-coins/100_1477154976.json,100_1477154976.json,100_1477154976,True,100_1477154976.jpg,100_1477154976.jpg,1,100,,True
1-coins/100_1477154982.json,100_1477154982.json,100_1477154982,True,100_1477154982.jpg,100_1477154982.jpg,1,100,,True
1-coins/100_1477154988.json,100_1477154988.json,100_1477154988,True,100_1477154988.jpg,100_1477154988.jpg,1,100,,True
1-coins/100_1477154994.json,100_1477154994.json,100_1477154994,True,100_1477154994.jpg,100_1477154994.jpg,1,100,,True
1-coins/100_1477155000.json,100_1477155000.json,100_1477155000,True,100_1477155000.jpg,100_1477155000.jpg,1,100,,True
1-coins/100_1477155006.json,100_1477155006.json,100_1477155006,True,100_1477155006.jpg,100_1477155006.jpg,1,100,,True
1-coins/100_1477155012.json,100_1477155012.json,100_1477155012,True,100_1477155012.jpg,100_1477155012.jpg,1,100,,True
1-coins/100_1477155018.json,100_1477155018.json,100_1477155018,True,100_1477155018.jpg,100_1477155018.jpg,1,100,,True
1-coins/100_1477155024.json,100_1477155024.json,100_1477155024,True,100_1477155024.jpg,100_1477155024.jpg,1,100,,True
1-coins/100_1477155030.json,100_1477155030.json,100_1477155030,True,100_1477155030.jpg,100_1477155030.jpg,1,100,,True
1-coins/100_1477155036.json,100_1477155036.json,100_1477155036,True,100_1477155036.jpg,100_1477155036.jpg,1,100,,True
1-coins/100_1477155042.json,100_1477155042.json,100_1477155042,True,100_1477155042.jpg,100_1477155042.jpg,1,100,,True
1-coins/100_1477155048.json,100_1477155048.json,100_1477155048,True,100_1477155048.jpg,100_1477155048.jpg,1,100,,True
1-coins/100_1477155054.json,100_1477155054.json,100_1477155054,True,100_1477155054.jpg,100_1477155054.jpg,1,100,,True
1-coins/100_1477155186.json,100_1477155186.json,100_1477155186,True,100_1477155186.jpg,100_1477155186.jpg,1,100,,True
1-coins/100_1477155192.json,100_1477155192.json,100_1477155192,True,100_1477155192.jpg,100_1477155192.jpg,1,100,,True
1-coins/100_1477155198.json,100_1477155198.json,100_1477155198,True,100_1477155198.jpg,100_1477155198.jpg,1,100,,True
1-coins/100_1477155204.json,100_1477155204.json,100_1477155204,True,100_1477155204.jpg,100_1477155204.jpg,1,100,,True
1-coins/100_1477155210.json,100_1477155210.json,100_1477155210,True,100_1477155210.jpg,100_1477155210.jpg,1,100,,True
1-coins/100_1477155216.json,100_1477155216.json,100_1477155216,True,100_1477155216.jpg,100_1477155216.jpg,1,100,,True
1-coins/100_1477155222.json,100_1477155222.json,100_1477155222,True,100_1477155222.jpg,100_1477155222.jpg,1,100,,True
1-coins/100_1477155228.json,100_1477155228.json,100_1477155228,True,100_1477155228.jpg,100_1477155228.jpg,1,100,,True
1-coins/100_1477155234.json,100_1477155234.json,100_1477155234,True,100_1477155234.jpg,100_1477155234.jpg,1,100,,True
1-coins/100_1477155240.json,100_1477155240.json,100_1477155240,True,100_1477155240.jpg,100_1477155240.jpg,1,100,,True
1-coins/100_1477155246.json,100_1477155246.json,100_1477155246,True,100_1477155246.jpg,100_1477155246.jpg,1,100,,True
1-coins/100_1477155252.json,100_1477155252.json,100_1477155252,True,100_1477155252.jpg,100_1477155252.jpg,1,100,,True
1-coins/100_1477155258.json,100_1477155258.json,100_1477155258,True,100_1477155258.jpg,100_1477155258.jpg,1,100,,True
1-coins/100_1477155264.json,100_1477155264.json,100_1477155264,True,100_1477155264.jpg,100_1477155264.jpg,1,100,,True
1-coins/100_1477155270.json,100_1477155270.json,100_1477155270,True,100_1477155270.jpg,100_1477155270.jpg,1,100,,True
1-coins/100_1477155276.json,100_1477155276.json,100_1477155276,True,100_1477155276.jpg,100_1477155276.jpg,1,100,,True
1-coins/100_1477155282.json,100_1477155282.json,100_1477155282,True,100_1477155282.jpg,100_1477155282.jpg,1,100,,True
1-coins/100_1477155288.json,100_1477155288.json,100_1477155288,True,100_1477155288.jpg,100_1477155288.jpg,1,100,,True
1-coins/100_1477155294.json,100_1477155294.json,100_1477155294,True,100_1477155294.jpg,100_1477155294.jpg,1,100,,True
1-coins/100_1477155300.json,100_1477155300.json,100_1477155300,True,100_1477155300.jpg,100_1477155300.jpg,1,100,,True
1-coins/100_1477155306.json,100_1477155306.json,100_1477155306,True,100_1477155306.jpg,100_1477155306.jpg,1,100,,True
1-coins/100_1477155312.json,100_1477155312.json,100_1477155312,True,100_1477155312.jpg,100_1477155312.jpg,1,100,,True
1-coins/100_1477155318.json,100_1477155318.json,100_1477155318,True,100_1477155318.jpg,100_1477155318.jpg,1,100,,True
1-coins/100_1477155324.json,100_1477155324.json,100_1477155324,True,100_1477155324.jpg,100_1477155324.jpg,1,100,,True
1-coins/100_1477155330.json,100_1477155330.json,100_1477155330,True,100_1477155330.jpg,100_1477155330.jpg,1,100,,True
1-coins/100_1477155336.json,100_1477155336.json,100_1477155336,True,100_1477155336.jpg,100_1477155336.jpg,1,100,,True
1-coins/100_1477155342.json,100_1477155342.json,100_1477155342,True,100_1477155342.jpg,100_1477155342.jpg,1,100,,True
1-coins/100_1477155348.json,100_1477155348.json,100_1477155348,True,100_1477155348.jpg,100_1477155348.jpg,1,100,,True
1-coins/100_1477155354.json,100_1477155354.json,100_1477155354,True,100_1477155354.jpg,100_1477155354.jpg,1,100,,True
1-coins/100_1477155360.json,100_1477155360.json,100_1477155360,True,100_1477155360.jpg,100_1477155360.jpg,1,100,,True
1-coins/100_1477194624.json,100_1477194624.json,100_1477194624,True,100_1477194624.jpg,100_1477194624.jpg,1,100,,True
1-coins/100_1477194630.json,100_1477194630.json,100_1477194630,True,100_1477194630.jpg,100_1477194630.jpg,1,100,,True
1-coins/100_1477194636.json,100_1477194636.json,100_1477194636,True,100_1477194636.jpg,100_1477194636.jpg,1,100,,True
1-coins/100_1477194642.json,100_1477194642.json,100_1477194642,True,100_1477194642.jpg,100_1477194642.jpg,1,100,,True
1-coins/100_1477194648.json,100_1477194648.json,100_1477194648,True,100_1477194648.jpg,100_1477194648.jpg,1,100,,True
1-coins/100_1477194654.json,100_1477194654.json,100_1477194654,True,100_1477194654.jpg,100_1477194654.jpg,1,100,,True
1-coins/100_1477194660.json,100_1477194660.json,100_1477194660,True,100_1477194660.jpg,100_1477194660.jpg,1,100,,True
1-coins/100_1477194666.json,100_1477194666.json,100_1477194666,True,100_1477194666.jpg,100_1477194666.jpg,1,100,,True
1-coins/100_1477194672.json,100_1477194672.json,100_1477194672,True,100_1477194672.jpg,100_1477194672.jpg,1,100,,True
1-coins/100_1477194678.json,100_1477194678.json,100_1477194678,True,100_1477194678.jpg,100_1477194678.jpg,1,100,,True
1-coins/100_1477194684.json,100_1477194684.json,100_1477194684,True,100_1477194684.jpg,100_1477194684.jpg,1,100,,True
1-coins/100_1477194690.json,100_1477194690.json,100_1477194690,True,100_1477194690.jpg,100_1477194690.jpg,1,100,,True
1-coins/100_1477194696.json,100_1477194696.json,100_1477194696,True,100_1477194696.jpg,100_1477194696.jpg,1,100,,True
1-coins/100_1477194702.json,100_1477194702.json,100_1477194702,True,100_1477194702.jpg,100_1477194702.jpg,1,100,,True
1-coins/100_1477194708.json,100_1477194708.json,100_1477194708,True,100_1477194708.jpg,100_1477194708.jpg,1,100,,True
1-coins/100_1477194714.json,100_1477194714.json,100_1477194714,True,100_1477194714.jpg,100_1477194714.jpg,1,100,,True
1-coins/100_1477194720.json,100_1477194720.json,100_1477194720,True,100_1477194720.jpg,100_1477194720.jpg,1,100,,True
1-coins/100_1477194726.json,100_1477194726.json,100_1477194726,True,100_1477194726.jpg,100_1477194726.jpg,1,100,,True
1-coins/100_1477194732.json,100_1477194732.json,100_1477194732,True,100_1477194732.jpg,100_1477194732.jpg,1,100,,True
1-coins/100_1477194738.json,100_1477194738.json,100_1477194738,True,100_1477194738.jpg,100_1477194738.jpg,1,100,,True
1-coins/100_1477194744.json,100_1477194744.json,100_1477194744,True,100_1477194744.jpg,100_1477194744.jpg,1,100,,True
1-coins/100_1477194750.json,100_1477194750.json,100_1477194750,True,100_1477194750.jpg,100_1477194750.jpg,1,100,,True
1-coins/100_1477194756.json,100_1477194756.json,100_1477194756,True,100_1477194756.jpg,100_1477194756.jpg,1,100,,True
1-coins/100_1477194762.json,100_1477194762.json,100_1477194762,True,100_1477194762.jpg,100_1477194762.jpg,1,100,,True
1-coins/100_1477194768.json,100_1477194768.json,100_1477194768,True,100_1477194768.jpg,100_1477194768.jpg,1,100,,True
1-coins/100_1477194774.json,100_1477194774.json,100_1477194774,True,100_1477194774.jpg,100_1477194774.jpg,1,100,,True
1-coins/100_1477194780.json,100_1477194780.json,100_1477194780,True,100_1477194780.jpg,100_1477194780.jpg,1,100,,True
1-coins/100_1477194786.json,100_1477194786.json,100_1477194786,True,100_1477194786.jpg,100_1477194786.jpg,1,100,,True
1-coins/100_1477194792.json,100_1477194792.json,100_1477194792,True,100_1477194792.jpg,100_1477194792.jpg,1,100,,True
1-coins/100_1477194798.json,100_1477194798.json,100_1477194798,True,100_1477194798.jpg,100_1477194798.jpg,1,100,,True
1-coins/100_1477194810.json,100_1477194810.json,100_1477194810,True,100_1477194810.jpg,100_1477194810.jpg,1,100,,True
1-coins/100_1477194816.json,100_1477194816.json,100_1477194816,True,100_1477194816.jpg,100_1477194816.jpg,1,100,,True
1-coins/100_1477194822.json,100_1477194822.json,100_1477194822,True,100_1477194822.jpg,100_1477194822.jpg,1,100,,True
1-coins/100_1477194828.json,100_1477194828.json,100_1477194828,True,100_1477194828.jpg,100_1477194828.jpg,1,100,,True
1-coins/100_1477194834.json,100_1477194834.json,100_1477194834,True,100_1477194834.jpg,100_1477194834.jpg,1,100,,True
1-coins/100_1477194840.json,100_1477194840.json,100_1477194840,True,100_1477194840.jpg,100_1477194840.jpg,1,100,,True
1-coins/100_1477194846.json,100_1477194846.json,100_1477194846,True,100_1477194846.jpg,100_1477194846.jpg,1,100,,True
1-coins/100_1477194852.json,100_1477194852.json,100_1477194852,True,100_1477194852.jpg,100_1477194852.jpg,1,100,,True
1-coins/100_1477194858.json,100_1477194858.json,100_1477194858,True,100_1477194858.jpg,100_1477194858.jpg,1,100,,True
1-coins/100_1477194864.json,100_1477194864.json,100_1477194864,True,100_1477194864.jpg,100_1477194864.jpg,1,100,,True
1-coins/100_1477194870.json,100_1477194870.json,100_1477194870,True,100_1477194870.jpg,100_1477194870.jpg,1,100,,True
1-coins/100_1477194876.json,100_1477194876.json,100_1477194876,True,100_1477194876.jpg,100_1477194876.jpg,1,100,,True
1-coins/100_1477194882.json,100_1477194882.json,100_1477194882,True,100_1477194882.jpg,100_1477194882.jpg,1,100,,True
1-coins/100_1477194888.json,100_1477194888.json,100_1477194888,True,100_1477194888.jpg,100_1477194888.jpg,1,100,,True
1-coins/100_1477194894.json,100_1477194894.json,100_1477194894,True,100_1477194894.jpg,100_1477194894.jpg,1,100,,True
1-coins/100_1477194900.json,100_1477194900.json,100_1477194900,True,100_1477194900.jpg,100_1477194900.jpg,1,100,,True
1-coins/100_1477194906.json,100_1477194906.json,100_1477194906,True,100_1477194906.jpg,100_1477194906.jpg,1,100,,True
1-coins/100_1477194912.json,100_1477194912.json,100_1477194912,True,100_1477194912.jpg,100_1477194912.jpg,1,100,,True
1-coins/100_1477194918.json,100_1477194918.json,100_1477194918,True,100_1477194918.jpg,100_1477194918.jpg,1,100,,True
1-coins/100_1477194924.json,100_1477194924.json,100_1477194924,True,100_1477194924.jpg,100_1477194924.jpg,1,100,,True
1-coins/100_1477194930.json,100_1477194930.json,100_1477194930,True,100_1477194930.jpg,100_1477194930.jpg,1,100,,True
1-coins/100_1477194936.json,100_1477194936.json,100_1477194936,True,100_1477194936.jpg,100_1477194936.jpg,1,100,,True
1-coins/100_1477194942.json,100_1477194942.json,100_1477194942,True,100_1477194942.jpg,100_1477194942.jpg,1,100,,True
1-coins/100_1477194948.json,100_1477194948.json,100_1477194948,True,100_1477194948.jpg,100_1477194948.jpg,1,100,,True
1-coins/100_1477194954.json,100_1477194954.json,100_1477194954,True,100_1477194954.jpg,100_1477194954.jpg,1,100,,True
1-coins/100_1477194960.json,100_1477194960.json,100_1477194960,True,100_1477194960.jpg,100_1477194960.jpg,1,100,,True
1-coins/100_1477194966.json,100_1477194966.json,100_1477194966,True,100_1477194966.jpg,100_1477194966.jpg,1,100,,True
1-coins/100_1477194972.json,100_1477194972.json,100_1477194972,True,100_1477194972.jpg,100_1477194972.jpg,1,100,,True
1-coins/100_1477194978.json,100_1477194978.json,100_1477194978,True,100_1477194978.jpg,100_1477194978.jpg,1,100,,True
1-coins/100_1477194984.json,100_1477194984.json,100_1477194984,True,100_1477194984.jpg,100_1477194984.jpg,1,100,,True
1-coins/100_1477195020.json,100_1477195020.json,100_1477195020,True,100_1477195020.jpg,100_1477195020.jpg,1,100,,True
1-coins/100_1477195026.json,100_1477195026.json,100_1477195026,True,100_1477195026.jpg,100_1477195026.jpg,1,100,,True
1-coins/100_1477195032.json,100_1477195032.json,100_1477195032,True,100_1477195032.jpg,100_1477195032.jpg,1,100,,True
1-coins/100_1477195038.json,100_1477195038.json,100_1477195038,True,100_1477195038.jpg,100_1477195038.jpg,1,100,,True
1-coins/100_1477195044.json,100_1477195044.json,100_1477195044,True,100_1477195044.jpg,100_1477195044.jpg,1,100,,True
1-coins/100_1477195050.json,100_1477195050.json,100_1477195050,True,100_1477195050.jpg,100_1477195050.jpg,1,100,,True
1-coins/100_1477195056.json,100_1477195056.json,100_1477195056,True,100_1477195056.jpg,100_1477195056.jpg,1,100,,True
1-coins/100_1477195062.json,100_1477195062.json,100_1477195062,True,100_1477195062.jpg,100_1477195062.jpg,1,100,,True
1-coins/100_1477195068.json,100_1477195068.json,100_1477195068,True,100_1477195068.jpg,100_1477195068.jpg,1,100,,True
1-coins/100_1477195074.json,100_1477195074.json,100_1477195074,True,100_1477195074.jpg,100_1477195074.jpg,1,100,,True
1-coins/100_1477195080.json,100_1477195080.json,100_1477195080,True,100_1477195080.jpg,100_1477195080.jpg,1,100,,True
1-coins/100_1477195086.json,100_1477195086.json,100_1477195086,True,100_1477195086.jpg,100_1477195086.jpg,1,100,,True
1-coins/100_1477195092.json,100_1477195092.json,100_1477195092,True,100_1477195092.jpg,100_1477195092.jpg,1,100,,True
1-coins/100_1477195098.json,100_1477195098.json,100_1477195098,True,100_1477195098.jpg,100_1477195098.jpg,1,100,,True
1-coins/100_1477195104.json,100_1477195104.json,100_1477195104,True,100_1477195104.jpg,100_1477195104.jpg,1,100,,True
1-coins/100_1477195110.json,100_1477195110.json,100_1477195110,True,100_1477195110.jpg,100_1477195110.jpg,1,100,,True
1-coins/100_1477195116.json,100_1477195116.json,100_1477195116,True,100_1477195116.jpg,100_1477195116.jpg,1,100,,True
1-coins/100_1477195122.json,100_1477195122.json,100_1477195122,True,100_1477195122.jpg,100_1477195122.jpg,1,100,,True
1-coins/100_1477195128.json,100_1477195128.json,100_1477195128,True,100_1477195128.jpg,100_1477195128.jpg,1,100,,True
1-coins/100_1477195134.json,100_1477195134.json,100_1477195134,True,100_1477195134.jpg,100_1477195134.jpg,1,100,,True
1-coins/100_1477195140.json,100_1477195140.json,100_1477195140,True,100_1477195140.jpg,100_1477195140.jpg,1,100,,True
1-coins/100_1477195146.json,100_1477195146.json,100_1477195146,True,100_1477195146.jpg,100_1477195146.jpg,1,100,,True
1-coins/100_1477195152.json,100_1477195152.json,100_1477195152,True,100_1477195152.jpg,100_1477195152.jpg,1,100,,True
1-coins/100_1477195158.json,100_1477195158.json,100_1477195158,True,100_1477195158.jpg,100_1477195158.jpg,1,100,,True
1-coins/100_1477195164.json,100_1477195164.json,100_1477195164,True,100_1477195164.jpg,100_1477195164.jpg,1,100,,True
1-coins/100_1477195170.json,100_1477195170.json,100_1477195170,True,100_1477195170.jpg,100_1477195170.jpg,1,100,,True
1-coins/100_1477195176.json,100_1477195176.json,100_1477195176,True,100_1477195176.jpg,100_1477195176.jpg,1,100,,True
1-coins/100_1477195182.json,100_1477195182.json,100_1477195182,True,100_1477195182.jpg,100_1477195182.jpg,1,100,,True
1-coins/100_1477195188.json,100_1477195188.json,100_1477195188,True,100_1477195188.jpg,100_1477195188.jpg,1,100,,True
1-coins/100_1477195194.json,100_1477195194.json,100_1477195194,True,100_1477195194.jpg,100_1477195194.jpg,1,100,,True
1-coins/100_1477195200.json,100_1477195200.json,100_1477195200,True,100_1477195200.jpg,100_1477195200.jpg,1,100,,True
1-coins/100_1477195212.json,100_1477195212.json,100_1477195212,True,100_1477195212.jpg,100_1477195212.jpg,1,100,,True
1-coins/100_1477195218.json,100_1477195218.json,100_1477195218,True,100_1477195218.jpg,100_1477195218.jpg,1,100,,True
1-coins/100_1477195224.json,100_1477195224.json,100_1477195224,True,100_1477195224.jpg,100_1477195224.jpg,1,100,,True
1-coins/100_1477195230.json,100_1477195230.json,100_1477195230,True,100_1477195230.jpg,100_1477195230.jpg,1,100,,True
1-coins/100_1477195236.json,100_1477195236.json,100_1477195236,True,100_1477195236.jpg,100_1477195236.jpg,1,100,,True
1-coins/100_1477195242.json,100_1477195242.json,100_1477195242,True,100_1477195242.jpg,100_1477195242.jpg,1,100,,True
1-coins/100_1477195248.json,100_1477195248.json,100_1477195248,True,100_1477195248.jpg,100_1477195248.jpg,1,100,,True
1-coins/100_1477195254.json,100_1477195254.json,100_1477195254,True,100_1477195254.jpg,100_1477195254.jpg,1,100,,True
1-coins/100_1477195260.json,100_1477195260.json,100_1477195260,True,100_1477195260.jpg,100_1477195260.jpg,4,100|finger,,True
1-coins/100_1477195266.json,100_1477195266.json,100_1477195266,True,100_1477195266.jpg,100_1477195266.jpg,1,100,,True
1-coins/100_1477195272.json,100_1477195272.json,100_1477195272,True,100_1477195272.jpg,100_1477195272.jpg,1,100,,True
1-coins/100_1477195278.json,100_1477195278.json,100_1477195278,True,100_1477195278.jpg,100_1477195278.jpg,4,100|finger,,True
1-coins/100_1477195284.json,100_1477195284.json,100_1477195284,True,100_1477195284.jpg,100_1477195284.jpg,1,100,,True
1-coins/100_1477195290.json,100_1477195290.json,100_1477195290,True,100_1477195290.jpg,100_1477195290.jpg,1,100,,True
1-coins/100_1477195296.json,100_1477195296.json,100_1477195296,True,100_1477195296.jpg,100_1477195296.jpg,1,100,,True
1-coins/100_1477195302.json,100_1477195302.json,100_1477195302,True,100_1477195302.jpg,100_1477195302.jpg,1,100,,True
